Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
FABACEAE,"Abarema adenophora","Barneby & J.W. Grimes",,,24
FABACEAE,"Abarema ferruginea",Pittier,,,26
FABACEAE,"Abarema jupunba","Britton & Killip",,,28
FABACEAE,"Abarema killipii","Barneby & J.W. Grimes",,,30
FABACEAE,"Abarema laeta","Barneby & J.W. Grimes",,,31
FABACEAE,"Abarema microcalyx","Barneby & J.W. Grimes",,"source: Mem. New York Bot. Gard. 74(1): 63 1996",36
MENISPERMACEAE,"Abuta grandifolia",Sandwith,,,70
FABACEAE,"Acacia glomerosa",Benth.,,,92
FABACEAE,"Acacia hayesii",Benth.,,,93
FABACEAE,"Acacia multipinnata",Ducke,,,98
FABACEAE,"Acacia polyphylla",DC.,,"source: Cat. Pl. Horti Monsp. 1813",102
FABACEAE,"Acacia tubulifera",Benth.,,,109
EUPHORBIACEAE,"Acalypha cuneata",Poepp.,,,129
EUPHORBIACEAE,"Acalypha stachyura",Pax,,,147
SANTALACEAE,"Acanthosyris annonagustata","C. Ulloa & P. Jørg.",,,165
EUPHORBIACEAE,"Acidoton nicaraguensis","G.L. Webster",,,208
MELASTOMATACEAE,"Adelobotrys klugii",Wurdack,,,288
LYTHRACEAE,"Adenaria floribunda",Kunth,,,305
LAMIACEAE,"Aegiphila alba",Moldenke,,,403
LAMIACEAE,"Aegiphila boliviana",Moldenke,,"source: Repert. Spec. Nov. Regni Veg. 1933",19545
LAMIACEAE,"Aegiphila cuneata",Moldenke,,,413
LAMIACEAE,"Aegiphila elegans",Moldenke,,,415
LAMIACEAE,"Aegiphila haughtii",Moldenke,,,418
LAMIACEAE,"Aegiphila hoehnei",Moldenke,,,419
LAMIACEAE,"Aegiphila integrifolia","B.D. Jacks.",,,421
LAMIACEAE,"Aegiphila panamensis",Moldenke,,,429
OPILIACEAE,"Agonandra peruviana",Hiepko,,,502
OPILIACEAE,"Agonandra silvatica",Ducke,,,503
RUBIACEAE,"Agouticarpa isernii","C.H. Perss.",,,510
RUBIACEAE,"Agouticarpa velutina","C.H. Perss.",,,511
LAURACEAE,"Aiouea grandifolia","van der Werff",,"source: Novon 1994",19607
LAURACEAE,"Aiouea napoensis","R. Rohde",,,541
ARECACEAE,"Aiphanes ulei",Burret,,,553
FABACEAE,"Albizia niopoides",Burkart,,,565
FABACEAE,"Albizia subdimidiata","Barneby & J.W. Grimes",,,567
EUPHORBIACEAE,"Alchornea brachygyne","Pax & K. Hoffm.",,,576
EUPHORBIACEAE,"Alchornea glandulosa",Poepp.,,,579
EUPHORBIACEAE,"Alchornea grandiflora","Müll. Arg.",,,581
EUPHORBIACEAE,"Alchornea latifolia",Sw.,,,584
EUPHORBIACEAE,"Alchornea pearcei","Britton ex Rusby",,,588
EUPHORBIACEAE,"Alchornea schomburgkii",Klotzsch,,"source: London J. Bot. 1843",589
EUPHORBIACEAE,"Alchornea triplinervia","Müll. Arg.",,,591
EUPHORBIACEAE,"Alchornea websteri",Secco,,,592
EUPHORBIACEAE,"Alchorneopsis floribunda","Müll. Arg.",,,594
RUBIACEAE,"Alibertia bertierifolia","K. Schum.",,,605
RUBIACEAE,"Alibertia edulis","A. Rich.",,,608
RUBIACEAE,"Alibertia hispida",Ducke,,,610
RUBIACEAE,"Alibertia occidentalis","Delprete & C.H. Perss.",,,614
RUBIACEAE,"Alibertia stenantha",Standl.,,,617
RUBIACEAE,"Alibertia verrucosa","S. Moore",,,618
SAPINDACEAE,"Allophylus amazonicus",Radlk.,,,638
SAPINDACEAE,"Allophylus angustatus",Radlk.,,,639
SAPINDACEAE,"Allophylus divaricatus",Radlk.,,,640
SAPINDACEAE,"Allophylus floribundus",Radlk.,,,643
SAPINDACEAE,"Allophylus incanus",Radlk.,,,644
SAPINDACEAE,"Allophylus leucoclados",Radlk.,,,645
SAPINDACEAE,"Allophylus paniculatus",Radlk.,,"source: Nat. Pflanzenfam. 1895",19651
SAPINDACEAE,"Allophylus peruvianus",Radlk.,,,648
SAPINDACEAE,"Allophylus pilosus","A.H. Gentry",,,649
SAPINDACEAE,"Allophylus punctatus",Radlk.,,,651
SAPINDACEAE,"Allophylus scrobiculatus",Radlk.,,"source: Die Natürlichen Pflanzenfamilien 3(Abt. 5): 312 1895",19654
SAPINDACEAE,"Allophylus stenodictyus",Radlk.,,,652
RUBIACEAE,"Alseis eggersii",Standl.,,,711
RUBIACEAE,"Alseis labatioides","H. Karst. ex K. Schum.",,,712
RUBIACEAE,"Alseis lugonis","L. Andersson",,,713
CYATHEACEAE,"Alsophila cuspidata","D.S. Conant",,,719
CYATHEACEAE,"Alsophila erinacea","D.S. Conant",,,721
CYATHEACEAE,"Alsophila incana","D.S. Conant",,,724
RUBIACEAE,"Amaioua guianensis",Aubl.,,,764
PHYLLANTHACEAE,"Amanoa guianensis",Aubl.,,,769
ARECACEAE,"Ammandra dasyneura",Barfod,,,799
ULMACEAE,"Ampelocera edentula",Kuhlm.,,,810
ULMACEAE,"Ampelocera longissima",Todzia,,,812
RUTACEAE,"Amyris amazonica","Cornejo & Kallunki",,,834
RUTACEAE,"Amyris macrocarpa",Gereau,,,837
ANACARDIACEAE,"Anacardium occidentale",L.,,,842
ANNONACEAE,"Anaxagorea brevipes",Benth.,,,876
ANNONACEAE,"Anaxagorea crassipetala",Hemsl.,,,877
ANNONACEAE,"Anaxagorea dolichocarpa","Sprague & Sandwith",,,878
ANNONACEAE,"Anaxagorea phaeocarpa",Mart.,,,880
FABACEAE,"Andira inermis","Kunth ex DC.",,,895
FABACEAE,"Andira macrocarpa","R.T. Penn.",,,897
FABACEAE,"Andira macrothyrsa",Ducke,,,898
FABACEAE,"Andira multistipula",Ducke,,,899
FABACEAE,"Andira surinamensis","Splitg. ex Pulle",,"source: An Enumeration of the Vascular Plants Known from Surinam 229. 1906",900
RUTACEAE,"Angostura alipes",Kallunki,,,947
LAURACEAE,"Aniba guianensis",Aubl.,,,959
LAURACEAE,"Aniba hostmanniana",Mez,,,960
LAURACEAE,"Aniba megaphylla",Mez,,,962
LAURACEAE,"Aniba panurensis",Mez,,,964
LAURACEAE,"Aniba puchury-minor",Mez,,,967
LAURACEAE,"Aniba riparia","(Nees) Mez",,,968
LAURACEAE,"Aniba taubertiana",Mez,,,970
LAURACEAE,"Aniba williamsii","O.C. Schmidt",,,972
ANNONACEAE,"Annona amazonica","R.E. Fr.",,,982
ANNONACEAE,"Annona ambotay",Aubl.,,,983
ANNONACEAE,"Annona asplundiana","R.E. Fr.",,,985
ANNONACEAE,"Annona centrantha","H. Rainer",,,986
ANNONACEAE,"Annona duckei",Diels,,,995
ANNONACEAE,"Annona edulis","H. Rainer",,,996
ANNONACEAE,"Annona hypoglauca",Mart.,,,1001
ANNONACEAE,"Annona montana",Macfad.,,,1005
ANNONACEAE,"Annona muricata",L.,,,1007
ANNONACEAE,"Annona neglecta","R.E. Fr.",,,1008
ANNONACEAE,"Annona neoecuadoarensis","H. Rainer",,,1010
CARYOCARACEAE,"Anthodiscus amazonicus","Gleason & A.C. Sm.",,,1045
CARYOCARACEAE,"Anthodiscus klugii","Standl. ex Prance",,,1046
CARYOCARACEAE,"Anthodiscus peruanus",Baill.,,,1047
EUPHORBIACEAE,"Aparisthmium cordatum",Baill.,,,1403
MALVACEAE,"Apeiba membranacea","Spruce ex Benth.",,,1406
MALVACEAE,"Apeiba tibourbou",Aubl.,,,1407
ARECACEAE,"Aphandra natalia","(Balslev & A.J.Hend.) Barfod",,,1413
OLACACEAE,"Aptandra tubicina","Benth. ex Miers",,,1462
PRIMULACEAE,"Ardisia loretensis",Lundell,,,1522
APOCYNACEAE,"Aspidosperma darienense","Woodson ex Dwyer",,,1668
APOCYNACEAE,"Aspidosperma desmanthum","Benth. ex Müll. Arg.",,,1670
APOCYNACEAE,"Aspidosperma excelsum",Benth.,,,1672
APOCYNACEAE,"Aspidosperma inundatum",Ducke,,"source: Arch. Jard. Bot. Rio de Janeiro 1922",20251
APOCYNACEAE,"Aspidosperma megalocarpon","Müll. Arg.",,,1675
APOCYNACEAE,"Aspidosperma rigidum",Rusby,,,1681
APOCYNACEAE,"Aspidosperma sandwithianum",Markgr.,,,1682
APOCYNACEAE,"Aspidosperma schultesii",Woodson,,,1683
APOCYNACEAE,"Aspidosperma spruceanum","Benth. ex Müll. Arg.",,,1684
ARECACEAE,"Astrocaryum chambira",Burret,,,1806
ARECACEAE,"Astrocaryum jauari",Mart.,,,1807
ARECACEAE,"Astrocaryum urostachys",Burret,,,1810
ARECACEAE,"Attalea butyracea","Wess. Boer",,,1823
ARECACEAE,"Attalea maripa",Mart.,,,1826
ARECACEAE,"Bactris coloniata","L.H. Bailey",,,1978
ARECACEAE,"Bactris concinna",Mart.,,,1980
ARECACEAE,"Bactris setulosa","H. Karst.",,,1994
FABACEAE,"Balizia pedicellaris","Barneby & J.W. Grimes",,,2001
SALICACEAE,"Banara nitida","Spruce ex Benth.",,,2008
RUBIACEAE,"Bathysa peruviana","K. Krause",,,2071
MORACEAE,"Batocarpus amazonicus",Fosberg,,,2077
MORACEAE,"Batocarpus costaricensis","Standl. & L.O. Williams",,,2078
MORACEAE,"Batocarpus orinocensis","H. Karst.",,,2079
FABACEAE,"Bauhinia arborea",Wunderlin,,,2083
FABACEAE,"Bauhinia brachycalyx",Ducke,,,2084
FABACEAE,"Bauhinia tarapotensis",Benth.,,,2096
LAURACEAE,"Beilschmiedia pendula",Hemsl.,,,2160
LAURACEAE,"Beilschmiedia sulcata",Kosterm.,,,2161
MELASTOMATACEAE,"Bellucia pentamera",Naudin,,,2178
GESNERIACEAE,"Besleria aggregata",Hanst.,,,2215
SAPINDACEAE,"Billia rosea","C. Ulloa & P. Jørg.",,,2262
BIXACEAE,"Bixa arborea",Huber,,"source: Bol. Mus. Goeldi Hist. Nat. Ethnogr. 1910",20537
BIXACEAE,"Bixa orellana",L.,,,2269
BIXACEAE,"Bixa platycarpa","Ruiz & Pav. ex G. Don",,,2270
BIXACEAE,"Bixa urucurana",Willd.,,,2271
MELASTOMATACEAE,"Blakea glandulosa",Gleason,,,2287
MELASTOMATACEAE,"Blakea hirsuta","Berg ex Triana",,"source: Trans. Linn. Soc. London 1871",2290
MELASTOMATACEAE,"Blakea hispida",Markgr.,,,2293
BLECHNACEAE,"Blechnum cordatum",Hieron.,,,2328
URTICACEAE,"Boehmeria caudata",Sw.,,,2382
URTICACEAE,"Boehmeria pavonii",Wedd.,,,2386
URTICACEAE,"Boehmeria ulmifolia",Wedd.,,,2390
RUBIACEAE,"Borojoa claviflora",Cuatrec.,,,2463
RUBIACEAE,"Borojoa stipularis",Cuatrec.,,,2464
MORACEAE,"Brosimum sp.",Sw.,,,2596
MORACEAE,"Brosimum acutifolium",Huber,,,2597
MORACEAE,"Brosimum alicastrum",Sw.,,,2598
MORACEAE,"Brosimum guianense",Huber,,,2601
MORACEAE,"Brosimum lactescens","C.C. Berg",,,2602
MORACEAE,"Brosimum multinervium","C.C. Berg",,,2603
MORACEAE,"Brosimum potabile",Ducke,,"source: Arch. Jard. Bot. Rio de Janeiro 1922",20764
MORACEAE,"Brosimum rubescens",Taub.,,,2604
MORACEAE,"Brosimum utile",Oken,,,2605
FABACEAE,"Brownea grandiceps",Jacq.,,,2617
FABACEAE,"Brownea jaramilloi","Á.J. Pérez & Klitg.",,,2619
FABACEAE,"Brownea macrophylla","hort. ex Mast.",,,2621
FABACEAE,"Browneopsis ucayalina",Huber,,,2627
COMBRETACEAE,"Buchenavia congesta",Ducke,,,2668
COMBRETACEAE,"Buchenavia grandis",Ducke,,,2669
COMBRETACEAE,"Buchenavia macrophylla",Eichler,,,2670
COMBRETACEAE,"Buchenavia oxycarpa",Eichler,,,2671
COMBRETACEAE,"Buchenavia parvifolia",Ducke,,,2672
COMBRETACEAE,"Buchenavia reticulata",Eichler,,,2674
COMBRETACEAE,"Buchenavia sericocarpa",Ducke,,,2675
COMBRETACEAE,"Buchenavia suaveolens",Eichler,,"source: Flora 1866",2676
COMBRETACEAE,"Buchenavia tetraphylla","R.A. Howard",,,2677
COMBRETACEAE,"Buchenavia viridiflora",Ducke,,,2678
MALPIGHIACEAE,"Bunchosia argentea",DC.,,,2706
MALPIGHIACEAE,"Bunchosia armeniaca",DC.,,,2707
MALPIGHIACEAE,"Bunchosia cauliflora","W.R. Anderson",,,2708
MALPIGHIACEAE,"Bunchosia hookeriana","A. Juss.",,,2712
MALPIGHIACEAE,"Byrsonima arthropoda","A. Juss.",,,2753
MALPIGHIACEAE,"Byrsonima japurensis","A. Juss.",,,2755
MALPIGHIACEAE,"Byrsonima krukoffii","W.R. Anderson",,,2756
MALPIGHIACEAE,"Byrsonima putumayensis",Cuatrec.,,,2758
MELIACEAE,"Cabralea canjerana",Mart.,,,2778
FABACEAE,"Caesalpinia pulcherrima",Sw.,,,2795
METTENIUSACEAE,"Calatola costaricensis",Standl.,,,2917
FABACEAE,"Calliandra trinervia",Benth.,,,2994
LAMIACEAE,"Callicarpa acuminata",Kunth,,,2998
CALOPHYLLACEAE,"Calophyllum brasiliense",Cambess.,,,3027
CALOPHYLLACEAE,"Calophyllum longifolium",Willd.,,,3028
MYRTACEAE,"Calycolpus aequatorialis",Landrum,,"source: Novon 2005",20949
RUBIACEAE,"Calycophyllum megistocaulum","C.M. Taylor",,,3039
RUBIACEAE,"Calycophyllum spruceanum","Hook. f. ex K. Schum.",,,3040
MYRTACEAE,"Calyptranthes sp.",Sw.,,,3046
MYRTACEAE,"Calyptranthes aequatoriensis","M.L. Kawas.",,,3047
MYRTACEAE,"Calyptranthes brevispicata",McVaugh,,,3050
MYRTACEAE,"Calyptranthes densiflora","Poepp. ex O. Berg",,,3052
MYRTACEAE,"Calyptranthes forsteri","O. Berg",,,3053
MYRTACEAE,"Calyptranthes glandulosa","M.L. Kawas. & B. Holst",,,3055
MYRTACEAE,"Calyptranthes longifolia","O. Berg",,,3057
MYRTACEAE,"Calyptranthes macrophylla","O. Berg",,,3058
MYRTACEAE,"Calyptranthes manuensis","B. Holst & M.L. Kawas.",,,3059
MYRTACEAE,"Calyptranthes maxima",McVaugh,,,3060
MYRTACEAE,"Calyptranthes multiflora","Poepp. ex O. Berg",,,3061
MYRTACEAE,"Calyptranthes nervata","M.L. Kawas. & B. Holst",,,3062
MYRTACEAE,"Calyptranthes paniculata","Ruiz & Pav.",,,3064
MYRTACEAE,"Calyptranthes plicata",McVaugh,,,3065
MYRTACEAE,"Calyptranthes pulchella",DC.,,,3066
MYRTACEAE,"Calyptranthes ruiziana","O. Berg",,,3067
MYRTACEAE,"Calyptranthes simulata",McVaugh,,,3068
MYRTACEAE,"Calyptranthes sparsiflora","M.L. Kawas. & B. Holst",,,3069
MYRTACEAE,"Calyptranthes speciosa",Sagot,,,3070
MYRTACEAE,"Calyptranthes tessmannii","Burret ex McVaugh",,,3071
MYRTACEAE,"Calyptranthes websteri","B. Holst & M.L. Kawas.",,,3072
MYRTACEAE,"Campomanesia lineatifolia","Ruiz & Pav.",,,3084
RUBIACEAE,"Capirona decorticans",Spruce,,,3149
CAPPARACEAE,"Capparis osmantha",Diels,,,3165
CARICACEAE,"Carica microcarpa",Jacq.,,,3230
LECYTHIDACEAE,"Cariniana multiflora",Ducke,,,3243
ACHARIACEAE,"Carpotroche longifolia",Benth.,,,3254
CARYOCARACEAE,"Caryocar glabrum",Pers.,,,3259
CARYOCARACEAE,"Caryocar villosum",Pers.,,,3262
LAURACEAE,"Caryodaphnopsis fosteri","van der Werff",,,3264
LAURACEAE,"Caryodaphnopsis theobromifolia","van der Werff & H.G. Richt.",,,3265
LAURACEAE,"Caryodaphnopsis tomentosa","van der Werff",,,3266
EUPHORBIACEAE,"Caryodendron orinocense","H. Karst.",,,3269
SALICACEAE,"Casearia aculeata",Jacq.,,,3271
SALICACEAE,"Casearia acuminata",DC.,,"source: Prodr. 1825",21127
SALICACEAE,"Casearia arborea",Urb.,,,3272
SALICACEAE,"Casearia combaymensis",Tul.,,,3274
SALICACEAE,"Casearia decandra",Jacq.,,,3276
SALICACEAE,"Casearia javitensis",Kunth,,,3278
SALICACEAE,"Casearia mariquitensis",Kunth,,,3279
SALICACEAE,"Casearia nigricans",Sleumer,,,3282
SALICACEAE,"Casearia obovalis","Poepp. ex Griseb.",,,3284
SALICACEAE,"Casearia pitumba",Sleumer,,,3285
SALICACEAE,"Casearia prunifolia",Kunth,,,3286
SALICACEAE,"Casearia singularis",Eichler,,,3289
SALICACEAE,"Casearia sylvestris",Sw.,,,3290
SALICACEAE,"Casearia uleana",Sleumer,,,3294
SALICACEAE,"Casearia ulmifolia","Vahl ex Vent.",,,3295
FABACEAE,"Cassia cowanii","H.S. Irwin & Barneby",,,3299
FABACEAE,"Cassia swartzioides",Ducke,,,3306
RHIZOPHORACEAE,"Cassipourea peruviana",Alston,,"source: Kew Bull. 1925",3311
MORACEAE,"Castilla ulei",Warb.,,,3316
OLACACEAE,"Cathedra acuminata",Miers,,,3338
MALVACEAE,"Catostemma digitatum","J.D. Sheph. & W.S. Alverson",,,3343
MALVACEAE,"Cavanillesia hylogeiton",Ulbr.,,,3352
URTICACEAE,"Cecropia distachya",Huber,,,3413
URTICACEAE,"Cecropia engleriana",Snethl.,,,3414
URTICACEAE,"Cecropia ficifolia","Warb. ex Snethl.",,,3415
URTICACEAE,"Cecropia herthae",Diels,,,3418
URTICACEAE,"Cecropia idroboi",Cuatrec.,,,3420
URTICACEAE,"Cecropia latiloba",Miq.,,,3423
URTICACEAE,"Cecropia litoralis",Snethl.,,,3424
URTICACEAE,"Cecropia marginalis",Cuatrec.,,,3425
URTICACEAE,"Cecropia membranacea",Trécul,,,3427
URTICACEAE,"Cecropia putumayonis",Cuatrec.,,,3434
URTICACEAE,"Cecropia sciadophylla",Mart.,,,3436
MELIACEAE,"Cedrela fissilis",Vell.,,,3442
MELIACEAE,"Cedrela odorata",L.,,,3445
FABACEAE,"Cedrelinga cateniformis",Ducke,,,3448
MALVACEAE,"Ceiba insignis","P.E. Gibbs & Semir",,,3450
MALVACEAE,"Ceiba pentandra",Gaertn.,,,3452
MALVACEAE,"Ceiba samauma","K. Schum.",,,3453
CANNABACEAE,"Celtis schippii",Standl.,,,3470
FABACEAE,"Centrolobium paraense",Tul.,,,3489
MELASTOMATACEAE,"Centronia laurifolia","D. Don",,,3491
OCHNACEAE,"Cespedesia spathulata",Planch.,,,3643
SOLANACEAE,"Cestrum megalophyllum",Dunal,,,3655
SOLANACEAE,"Cestrum microcalyx",Francey,,,3656
SOLANACEAE,"Cestrum racemosum","Ruiz & Pav.",,,3662
SOLANACEAE,"Cestrum reflexum",Sendtn.,,,3663
SOLANACEAE,"Cestrum strigilatum","Ruiz & Pav.",,,3666
OLACACEAE,"Chaunochiton kappleri",Ducke,,,3734
CELASTRACEAE,"Cheiloclinium cognatum","A.C. Sm.",,,3746
ARECACEAE,"Chelyocarpus ulei",Dammer,,,3757
RUBIACEAE,"Chimarrhis glabriflora",Ducke,,,3777
RUBIACEAE,"Chimarrhis hookeri","K. Schum.",,,3778
RUBIACEAE,"Chiococca alba",Hitchc.,,,3782
OLEACEAE,"Chionanthus implicatus","P.S. Green",,,3785
LAURACEAE,"Chlorocardium venenosum","Rohwer, H.G. Richt. & van der Werff",,,3802
RUBIACEAE,"Chomelia barbellata",Standl.,,,3825
RUBIACEAE,"Chomelia malaneoides","Müll. Arg.",,,3827
RUBIACEAE,"Chomelia polyantha","S.F. Blake",,"source: Contr. U.S. Natl. Herb. 1924",21339
RUBIACEAE,"Chomelia tenuiflora",Benth.,,,3829
CLUSIACEAE,"Chrysochlamys bracteolata",Cuatrec.,,,3874
CLUSIACEAE,"Chrysochlamys macrophylla",Pax,,,3877
CLUSIACEAE,"Chrysochlamys membranacea","Planch. & Triana",,,3878
CLUSIACEAE,"Chrysochlamys weberbaueri",Engl.,,"source: Bot. Jahrb. Syst. 1923",21377
SAPOTACEAE,"Chrysophyllum amazonicum","T.D. Penn.",,,3887
SAPOTACEAE,"Chrysophyllum argenteum",Jacq.,,,3888
SAPOTACEAE,"Chrysophyllum bombycinum","T.D. Penn.",,,3892
SAPOTACEAE,"Chrysophyllum cuneifolium","A. DC.",,,3894
SAPOTACEAE,"Chrysophyllum lucentifolium",Cronquist,,,3896
SAPOTACEAE,"Chrysophyllum manaosense","T.D. Penn.",,,3898
SAPOTACEAE,"Chrysophyllum ovale",Rusby,,"source: Memoirs of The New York Botanical Garden 7: 320",21383
SAPOTACEAE,"Chrysophyllum pomiferum","T.D. Penn.",,,3901
SAPOTACEAE,"Chrysophyllum sanguinolentum",Baehni,,,3902
SAPOTACEAE,"Chrysophyllum venezuelanense","T.D. Penn.",,,3903
RUBIACEAE,"Cinchona pubescens",Vahl,,,3955
RUBIACEAE,"Cinchonopsis amazonica","L. Andersson",,,3958
LAURACEAE,"Cinnamomum triplinerve",Kosterm.,,,3964
VERBENACEAE,"Citharexylum gentryi",Moldenke,,,4007
VERBENACEAE,"Citharexylum grandiflorum","Aymard & Rueda",,,4008
VERBENACEAE,"Citharexylum poeppigii",Walp.,,,4014
VERBENACEAE,"Citharexylum reticulatum",Kunth,,,4017
VERBENACEAE,"Citharexylum subflavescens","S.F. Blake",,,4019
CARDIOPTERIDACEAE,"Citronella incarum","R.A. Howard",,,4025
CARDIOPTERIDACEAE,"Citronella melliodora","R.A. Howard",,,4026
MORACEAE,"Clarisia biflora","Ruiz & Pav.",,,4039
MORACEAE,"Clarisia racemosa","Ruiz & Pav.",,,4040
PRIMULACEAE,"Clavija ornata","D. Don",,,4050
PRIMULACEAE,"Clavija procera","B. Ståhl",,,4052
PRIMULACEAE,"Clavija weberbaueri",Mez,,,4056
LAMIACEAE,"Clerodendrum tessmannii",Moldenke,,"source: Phytologia 1940",4089
FABACEAE,"Clitoria arborea",Benth.,,,4178
CLUSIACEAE,"Clusia sp.",L.,,,4186
CLUSIACEAE,"Clusia amazonica","Planch. & Triana",,,4188
CLUSIIDAE,"Clusia decussata","Ruiz & Pav. ex Planch. & Triana",,"source: Ann. Sci. Nat., Bot., sér. 4, 1860",4199
CLUSIACEAE,"Clusia flavida",Pipoly,,,4206
CLUSIACEAE,"Clusia hammeliana",Pipoly,,,4212
CLUSIACEAE,"Clusia lineata","Planch. & Triana",,,4223
CLUSIACEAE,"Clusia loranthacea","Planch. & Triana",,,4226
CLUSIACEAE,"Clusia loretensis",Engl.,,,4227
CLUSIACEAE,"Clusia mamillata",Cuatrec.,,,4229
CLUSIACEAE,"Clusia mocoensis",Cuatrec.,,,4231
CLUSIACEAE,"Clusia nigrolineata","P.F. Stevens",,,4234
CLUSIACEAE,"Clusia octandra",Pipoly,,,4235
CLUSIACEAE,"Clusia pallida",Engl.,,,4237
CLUSIACEAE,"Clusia penduliflora",Engl.,,,4240
CLUSIACEAE,"Clusia radicans","Pav. ex Planch. & Triana",,,4247
CLUSIIDAE,"Clusia vaginata",Cuatrec.,,"source: Revista Acad. Colomb. Ci. Exact. 1950",4256
CLUSIACEAE,"Clusia viscida",Engl.,,,4258
POLYGONACEAE,"Coccoloba acuminata",Kunth,,,4297
POLYGONACEAE,"Coccoloba coronata",Jacq.,,,4298
POLYGONACEAE,"Coccoloba densifrons","Mart. ex Meisn.",,,4299
POLYGONACEAE,"Coccoloba fallax",Lindau,,,4300
POLYGONACEAE,"Coccoloba latifolia",Lam.,,"source: Bot. Jahrb. Syst. 1890",21511
POLYGONACEAE,"Coccoloba lehmannii",Lindau,,,4301
POLYGONACEAE,"Coccoloba mollis",Casar.,,,4302
POLYGONACEAE,"Coccoloba obovata",Kunth,,,4303
POLYGONACEAE,"Coccoloba peruviana",Lindau,,,4305
BIXACEAE,"Cochlospermum orinocense",Steud.,,,4319
RHAMNACEAE,"Colubrina amazonica","W. Palacios",,,4357
RHAMNACEAE,"Colubrina arborescens",Sarg.,,,4358
RHAMNACEAE,"Colubrina glandulosa",Perkins,,,4359
RHAMNACEAE,"Colubrina spinosa","Donn. Sm.",,"source: Bot. Gaz. 1897",21542
MYRISTICACEAE,"Compsoneura capitellata",Warb.,,,4465
MYRISTICACEAE,"Compsoneura lapidiflora","T.S. Jaram. & Balslev",,,4468
MYRISTICACEAE,"Compsoneura sprucei",Warb.,,,4471
MYRISTICACEAE,"Compsoneura ulei",Warb.,,"source: Verh. Bot. Vereins Prov. Brandenburg 1905",21567
EUPHORBIACEAE,"Conceveiba guianensis",Aubl.,,,4473
EUPHORBIACEAE,"Conceveiba martiana",Baill.,,,4474
EUPHORBIACEAE,"Conceveiba rhytidocarpa","Müll. Arg.",,,4475
EUPHORBIACEAE,"Conceveiba terminalis","Müll. Arg.",,,4476
EUPHORBIACEAE,"Conceveiba trigonocarpa","Müll. Arg.",,,4477
RUBIACEAE,"Condaminea corymbosa",DC.,,,4481
CONNARACEAE,"Connarus erianthus","Benth. ex Baker",,,4493
CONNARACEAE,"Connarus fasciculatus",Planch.,,"source: Linnaea 1850",21573
CONNARACEAE,"Connarus patrisii",Planch.,,,4496
CONNARACEAE,"Connarus punctatus",Planch.,,,4497
CONNARACEAE,"Connarus ruber",Planch.,,,4498
MELASTOMATACEAE,"Conostegia centronioides",Markgr.,,,4507
MELASTOMATACEAE,"Conostegia ortiziae",Kriebel,,,4514
MELASTOMATACEAE,"Conostegia superba","D. Don ex Naudin",,,4517
MALVACEAE,"Corchorus orinocensis",Kunth,,,4536
CORDIACEAE,"Cordia alliodora",Oken,,,4539
CORDIACEAE,"Cordia collococca",L.,,,4546
CORDIACEAE,"Cordia eriostigma",Pittier,,,4550
CORDIACEAE,"Cordia hebeclada","I.M. Johnst.",,,4553
CORDIACEAE,"Cordia kingstoniana","J.S. Mill.",,,4554
CORDIACEAE,"Cordia lomatoloba","I.M. Johnst.",,,4556
CORDIACEAE,"Cordia mexiana","I.M. Johnst.",,,4561
CORDIACEAE,"Cordia nodosa",Lam.,,,4563
CORDIACEAE,"Cordia sericicalyx","A. DC.",,,4571
CORDIACEAE,"Cordia tetrandra",Aubl.,,,4573
CORDIACEAE,"Cordia trachyphylla",Mart.,,,4574
CORDIACEAE,"Cordia ucayaliensis","I.M. Johnst.",,,4575
LAMIACEAE,"Cornutia odorata","Poepp. ex Schau",,,4598
LAMIACEAE,"Cornutia pyramidata",L.,,,4599
CHRYSOBALANACEAE,"Couepia chrysocalyx","Benth. ex Hook. f.",,,4663
CHRYSOBALANACEAE,"Couepia guianensis",Aubl.,,,4664
CHRYSOBALANACEAE,"Couepia macrophylla","Spruce ex Hook. f.",,,4665
CHRYSOBALANACEAE,"Couepia obovata",Ducke,,,4666
CHRYSOBALANACEAE,"Couepia parillo",DC.,,,4667
CHRYSOBALANACEAE,"Couepia subcordata","Benth. ex Hook. f.",,,4670
APOCYNACEAE,"Couma guianensis",Aubl.,,,4672
APOCYNACEAE,"Couma macrocarpa","Barb. Rodr.",,,4673
LECYTHIDACEAE,"Couratari guianensis",Aubl.,,,4675
LECYTHIDACEAE,"Couratari oligantha","A.C. Sm.",,,4676
LECYTHIDACEAE,"Couroupita guianensis",Aubl.,,,4678
URTICACEAE,"Coussapoa asperifolia",Trécul,,,4691
URTICACEAE,"Coussapoa crassivenosa",Mildbr.,,,4696
URTICACEAE,"Coussapoa jatun-sachensis","C.C. Berg",,,4700
URTICACEAE,"Coussapoa longepedunculata","Akkermans & C.C. Berg",,,4701
URTICACEAE,"Coussapoa orthoneura",Standl.,,,4703
URTICACEAE,"Coussapoa ovalifolia",Trécul,,,4704
URTICACEAE,"Coussapoa parvifolia",Standl.,,,4706
URTICACEAE,"Coussapoa trinervia","Spruce ex Mildbr.",,,4708
URTICACEAE,"Coussapoa villosa","Poepp. & Endl.",,,4710
RUBIACEAE,"Coussarea brevicaulis","K. Krause",,,4713
