Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
RUBIACEAE,"Coussarea dulcifolia","D.A. Neill, Cerón & C.M. Taylor",,,4715
RUBIACEAE,"Coussarea ecuadorensis","C.M. Taylor",,,4716
RUBIACEAE,"Coussarea flava",Poepp.,,,4717
RUBIACEAE,"Coussarea klugii",Steyerm.,,,4719
RUBIACEAE,"Coussarea latifolia",Standl.,,,4720
RUBIACEAE,"Coussarea longiflora","Müll. Arg.",,,4723
RUBIACEAE,"Coussarea macrocalyx",Standl.,,,4724
RUBIACEAE,"Coussarea macrophylla","Müll. Arg.",,,4725
RUBIACEAE,"Coussarea obliqua",Standl.,,"source: Publ. Field Mus. Nat. Hist., Bot. Ser. 1936",21648
RUBIACEAE,"Coussarea paniculata",Standl.,,,4726
RUBIACEAE,"Coussarea pilosiflora",Standl.,,,4727
RUBIACEAE,"Coussarea pilosula","C.M. Taylor",,,4728
RUBIACEAE,"Coussarea racemosa","A. Rich.",,,4729
RUBIACEAE,"Coussarea resinosa","C.M. Taylor",,,4730
RUBIACEAE,"Coussarea spiciformis","C.M. Taylor",,,4731
RUBIACEAE,"Coussarea tenuiflora",Standl.,,,4732
RUBIACEAE,"Coutarea hexandra","K. Schum.",,,4737
ANNONACEAE,"Cremastosperma bullatum",Pirie,,,4768
ANNONACEAE,"Cremastosperma cauliflorum","R.E. Fr.",,,4769
ANNONACEAE,"Cremastosperma gracilipes","R.E. Fr.",,,4770
ANNONACEAE,"Cremastosperma longicuspe","R.E. Fr.",,,4772
ANNONACEAE,"Cremastosperma monospermum","R.E. Fr.",,"source: Acta Horti Bergiani 10: 327 1931",21662
ANNONACEAE,"Cremastosperma napoense",Pirie,,,4775
EUPHORBIACEAE,"Croton cuneatus",Klotzsch,,,4895
EUPHORBIACEAE,"Croton lechleri","Müll. Arg.",,,4904
EUPHORBIACEAE,"Croton matourensis",Aubl.,,,4907
EUPHORBIACEAE,"Croton olivaceus","Müll. Arg.",,,4911
EUPHORBIACEAE,"Croton sampatik","Müll. Arg.",,,4923
EUPHORBIACEAE,"Croton tessmannii",Mansf.,,,4928
FABACEAE,"Crudia glaberrima","J.F. Macbr.",,,4933
LAURACEAE,"Cryptocarya aschersoniana",Mez,,,4939
LAURACEAE,"Cryptocarya yasuniensis","P.L.R. Moraes & van der Werff",,,4941
SOLANACEAE,"Cuatresia riparia",Hunz.,,,4978
SOLANACEAE,"Cuatresia trianae",Hunz.,,,4979
SAPINDACEAE,"Cupania cinerea",Poepp.,,,4999
SAPINDACEAE,"Cupania livida",Croat,,,5001
SAPINDACEAE,"Cupania scrobiculata",Rich.,,,5002
CYATHEACEAE,"Cyathea amazonica","R.C. Moran",,,5040
CYATHEACEAE,"Cyathea andina",Domin,,"source: Nordic J. Bot. 1995",21779
CYATHEACEAE,"Cyathea bradei",Lellinger,,"source: Pteridophyta 1929",21780
CYATHEACEAE,"Cyathea lasiosora",Domin,,,5078
CYATHEACEAE,"Cyathea multiflora",Sm.,,,5084
CYATHEACEAE,"Cyathea pilosissima",Domin,,,5096
CYATHEACEAE,"Cyathea poeppigii",Domin,,,5099
CYATHEACEAE,"Cyathea pungens",Domin,,,5102
PRIMULACEAE,"Cybianthus anthuriophyllus",Pipoly,,,5122
PRIMULACEAE,"Cybianthus cenepensis",Pipoly,,,5123
PRIMULACEAE,"Cybianthus condorensis","Pipoly & Ricketson",,,5125
PRIMULACEAE,"Cybianthus guyanensis",Miq.,,,5130
PRIMULACEAE,"Cybianthus kayapii",Pipoly,,,5134
PRIMULACEAE,"Cybianthus occigranatensis","G. Agostini",,,5141
PRIMULACEAE,"Cybianthus peruvianus",Miq.,,,5143
PRIMULACEAE,"Cybianthus poeppigii",Mez,,,5144
PRIMULACEAE,"Cybianthus schlimii","G. Agostini",,,5146
PRIMULACEAE,"Cybianthus simplex","G. Agostini",,,5147
PRIMULACEAE,"Cybianthus sprucei","G. Agostini",,,5149
PRIMULACEAE,"Cybianthus timanae",Pipoly,,,5150
ANNONACEAE,"Cymbopetalum aequale","N.A. Murray",,,5198
ANNONACEAE,"Cymbopetalum coriaceum","N.A. Murray",,,5200
POACEAE,"Cymbopogon citratus",Stapf,,,5202
CYPERACEAE,"Cyperus surinamensis",Rottb.,,,5278
BURSERACEAE,"Dacryodes acuptipyrena",Cuatrec.,,,5339
BURSERACEAE,"Dacryodes belemensis",Cuatrec.,,,5340
BURSERACEAE,"Dacryodes chimantensis","Steyerm. & Maguire",,,5341
BURSERACEAE,"Dacryodes cupularis",Cuatrec.,,,5342
BURSERACEAE,"Dacryodes olivifera",Cuatrec.,,,5345
BURSERACEAE,"Dacryodes peruviana","H.J. Lam",,,5346
BURSERACEAE,"Dacryodes ramosa","Daly & M.C. Martínez",,,5347
BURSERACEAE,"Dacryodes sclerophylla",Cuatrec.,,,5348
BURSERACEAE,"Dacryodes uruts-kunchae","Daly, M.C.Martinez & D.A. Neill",,,5349
FABACEAE,"Dalbergia frutescens",Britton,,,5362
FABACEAE,"Dalbergia riedelii",Sandwith,,,5365
THYMELAEACEAE,"Daphnopsis equatorialis",Nevling,,,5413
THYMELAEACEAE,"Daphnopsis zamorensis",Domke,,"source: Notizbl. Bot. Gart. Berlin-Dahlem 1935",21952
METTENIUSACEAE,"Dendrobangia boliviana",Rusby,,,5460
ARALIACEAE,"Dendropanax arboreus","Decne. & Planch.",,,5464
ARALIACEAE,"Dendropanax caucanus",Harms,,,5465
ARALIACEAE,"Dendropanax macropodus",Harms,,,5468
ARALIACEAE,"Dendropanax querceti","Donn. Sm.",,,5470
ARALIACEAE,"Dendropanax umbellatus","J.F. Macbr.",,,5471
FABACEAE,"Dialium guianense",Sandwith,,,5587
ANNONACEAE,"Diclinanona calycina","R.E. Fr.",,,5660
RUTACEAE,"Dictyoloma peruvianum",Planch.,,,5696
PASSIFLORACEAE,"Dilkea retusa",Mast.,,,5750
EBENACEAE,"Diospyros artanthifolia","Mart. ex Miq.",,,5816
EBENACEAE,"Diospyros capreifolia","Mart. ex Hiern",,,5817
EBENACEAE,"Diospyros ekodul","B. Walln.",,,5818
EBENACEAE,"Diospyros poeppigiana","A. DC.",,,5823
EBENACEAE,"Diospyros pseudoxylopia",Mildbr.,,,5824
EBENACEAE,"Diospyros subrotata",Hiern,,"source: Transactions of the Cambridge Philosophical Society 12: 250â""251. 1873",22177
SAPOTACEAE,"Diploon cuspidatum",Cronquist,,,5900
FABACEAE,"Diplotropis martiusii",Benth.,,,5933
FABACEAE,"Diplotropis purpurea",Amshoff,,,5935
FABACEAE,"Dipteryx micrantha",Harms,,,5945
STEMONURACEAE,"Discophora guianensis",Miers,,,5961
PUTRANJIVACEAE,"Drypetes amazonica",Steyerm.,,,6113
PUTRANJIVACEAE,"Drypetes fanshawei",Sandwith,,,6115
PUTRANJIVACEAE,"Drypetes variabilis",Uittien,,,6117
ANNONACEAE,"Duguetia flagellaris",Huber,,"source: Bol. Mus. Goeldi Hist. Nat. Ethnogr. 1909",22380
ANNONACEAE,"Duguetia hadrantha","R.E. Fr.",,,6122
ANNONACEAE,"Duguetia macrophylla","R.E. Fr.",,,6123
ANNONACEAE,"Duguetia odorata","J.F. Macbr.",,,6124
ANNONACEAE,"Duguetia quitarensis",Benth.,,,6126
ANNONACEAE,"Duguetia spixiana",Mart.,,,6127
ANNONACEAE,"Duguetia surinamensis","R.E. Fr.",,,6128
OLACACEAE,"Dulacia candida",Kuntze,,,6130
RUBIACEAE,"Duroia duckei",Huber,,"source: Bull. Soc. Bot. Genève 1914",22393
RUBIACEAE,"Duroia hirsuta","K. Schum.",,,6145
RUBIACEAE,"Duroia petiolaris","Spruce ex K. Schum.",,"source: Fl. Bras. 1889",22394
RUBIACEAE,"Duroia triflora",Ducke,,,6147
FABACEAE,"Dussia tessmannii",Harms,,,6150
CLUSIACEAE,"Dystovomita brasiliensis",D'Arcy,,,6162
CLUSIACEAE,"Dystovomita paniculata",Hammel,,,6163
SAPOTACEAE,"Ecclinusa guianensis",Eyma,,,6165
SAPOTACEAE,"Ecclinusa lanceolata",Pierre,,,6166
SAPOTACEAE,"Ecclinusa ramiflora",Mart.,,,6167
SAPOTACEAE,"Elaeoluma glabrescens",Aubrév.,,,6229
LAURACEAE,"Endlicheria acuminata",Kosterm.,,,6458
LAURACEAE,"Endlicheria anomala",Mez,,,6459
LAURACEAE,"Endlicheria bracteata",Mez,,,6461
LAURACEAE,"Endlicheria canescens",Chanderb.,,,6463
LAURACEAE,"Endlicheria chalisea",Chanderb.,,,6464
LAURACEAE,"Endlicheria directonervia","C.K. Allen",,,6465
LAURACEAE,"Endlicheria dysodantha",Mez,,,6467
LAURACEAE,"Endlicheria formosa","A.C. Sm.",,,6469
LAURACEAE,"Endlicheria gracilis",Kosterm.,,,6470
LAURACEAE,"Endlicheria klugii","O.C. Schmidt",,,6472
LAURACEAE,"Endlicheria krukovii",Kosterm.,,,6473
LAURACEAE,"Endlicheria lhotzkyi",Mez,,"source: Jahrb. Königl. Bot. Gart. Berlin 1889",22567
LAURACEAE,"Endlicheria lorastemon",Chanderb.,,,6474
LAURACEAE,"Endlicheria metallica",Kosterm.,,,6475
LAURACEAE,"Endlicheria paniculata","J.F. Macbr.",,,6478
LAURACEAE,"Endlicheria pyriformis",Mez,,,6479
LAURACEAE,"Endlicheria robusta",Kosterm.,,,6480
LAURACEAE,"Endlicheria rubriflora",Mez,,,6481
LAURACEAE,"Endlicheria ruforamula",Chanderb.,,,6482
LAURACEAE,"Endlicheria sericea",Nees,,,6483
LAURACEAE,"Endlicheria sprucei",Mez,,,6484
LAURACEAE,"Endlicheria tessmannii","O.C. Schmidt",,,6485
LAURACEAE,"Endlicheria tschudyana",Kosterm.,,,6486
FABACEAE,"Enterolobium barnebianum","Mesquita & M.F. Silva",,,6496
MALVACEAE,"Eriotheca globosa","A. Robyns",,,6976
MALVACEAE,"Eriotheca longitubulosa","A. Robyns",,,6977
MALVACEAE,"Eriotheca macrophylla","A. Robyns",,"source: Bulletin du Jardin Botanique de l'État à Bruxelles 33(2): 152 1963",22799
VOCHYSIACEAE,"Erisma uncinatum",Warm.,,,6982
RUTACEAE,"Ertela trifolia",Kuntze,,,6989
FABACEAE,"Erythrina amazonica",Krukoff,,,6998
FABACEAE,"Erythrina peruviana",Krukoff,,,7005
FABACEAE,"Erythrina poeppigiana","O.F. Cook",,,7006
FABACEAE,"Erythrina ulei",Harms,,,7010
RUTACEAE,"Erythrochiton trichanthus",Kallunki,,,7017
ERYTHROXYLACEAE,"Erythroxylum citrifolium","A. St.-Hil.",,,7028
ERYTHROXYLACEAE,"Erythroxylum fimbriatum",Peyr.,,,7033
ERYTHROXYLACEAE,"Erythroxylum gracilipes",Peyr.,,,7036
ERYTHROXYLACEAE,"Erythroxylum macrophyllum",Cav.,,,7038
ERYTHROXYLACEAE,"Erythroxylum mucronatum",Benth.,,,7041
ERYTHROXYLACEAE,"Erythroxylum squamatum",Sw.,,,7046
ERYTHROXYLACEAE,"Erythroxylum ulei","O.E. Schulz",,,7050
LECYTHIDACEAE,"Eschweilera andina","J.F. Macbr.",,,7059
LECYTHIDACEAE,"Eschweilera bracteosa",Miers,,,7063
LECYTHIDACEAE,"Eschweilera chartaceifolia","S.A. Mori",,,7065
LECYTHIDACEAE,"Eschweilera coriacea","S.A. Mori",,,7066
LECYTHIDACEAE,"Eschweilera decolorans",Sandwith,,,7067
LECYTHIDACEAE,"Eschweilera gigantea","J.F. Macbr.",,,7068
LECYTHIDACEAE,"Eschweilera grandiflora",Sandwith,,,7069
LECYTHIDACEAE,"Eschweilera itayensis","R. Knuth",,,7071
LECYTHIDACEAE,"Eschweilera juruensis","R. Knuth",,,7072
LECYTHIDACEAE,"Eschweilera laevicarpa","S.A. Mori",,,7073
LECYTHIDACEAE,"Eschweilera ovalifolia",Nied.,,,7075
LECYTHIDACEAE,"Eschweilera parvifolia","Mart. ex DC.",,,7076
LECYTHIDACEAE,"Eschweilera rufifolia","S.A. Mori",,,7079
LECYTHIDACEAE,"Eschweilera tessmannii","R. Knuth",,,7081
RUTACEAE,"Esenbeckia amazonica",Kaastra,,,7086
RUTACEAE,"Esenbeckia pentaphylla",Griseb.,,,7087
MYRTACEAE,"Eugenia anastomosans",DC.,,,7125
MYRTACEAE,"Eugenia biflora",DC.,,,7126
MYRTACEAE,"Eugenia cuspidifolia",DC.,,,7132
MYRTACEAE,"Eugenia dittocrepis","O. Berg",,,7134
MYRTACEAE,"Eugenia egensis",DC.,,,7135
MYRTACEAE,"Eugenia feijoi","O. Berg",,,7136
MYRTACEAE,"Eugenia florida",DC.,,,7137
MYRTACEAE,"Eugenia galalonensis","Krug & Urb.",,,7138
MYRTACEAE,"Eugenia heterochroma",Diels,,,7140
MYRTACEAE,"Eugenia lambertiana",DC.,,,7141
MYRTACEAE,"Eugenia longisepala","M.L. Kawas. & B. Holst",,,7142
MYRTACEAE,"Eugenia macrocalyx","Mart. ex B.D. Jacks.",,,7143
MYRTACEAE,"Eugenia marowynensis",Miq.,,,7144
MYRTACEAE,"Eugenia mimus",McVaugh,,"source: Mem. New York Bot. Gard. 1969",22873
MYRTACEAE,"Eugenia multirimosa",McVaugh,,,7145
MYRTACEAE,"Eugenia muricata",DC.,,,7146
MYRTACEAE,"Eugenia myrobalana",DC.,,,7147
MYRTACEAE,"Eugenia oerstediana","O. Berg",,,7148
MYRTACEAE,"Eugenia patens",Poir.,,,7150
MYRTACEAE,"Eugenia patrisii",Vahl,,,7151
MYRTACEAE,"Eugenia polystachya",Rich.,,,7152
MYRTACEAE,"Eugenia pusilliflora","M.L. Kawas. & B. Holst",,,7154
MYRTACEAE,"Eugenia schunkei",McVaugh,,,7156
MYRTACEAE,"Eugenia sericifolia","M.L. Kawas. & B. Holst",,,7157
MYRTACEAE,"Eugenia stipitata",McVaugh,,,7158
MYRTACEAE,"Eugenia subterminalis",DC.,,,7160
MYRTACEAE,"Eugenia yasuniana","B. Holst & M.L. Kawas.",,,7162
ARECACEAE,"Euterpe catinga",Wallace,,,7213
ARECACEAE,"Euterpe precatoria",Mart.,,,7215
RUBIACEAE,"Exostema maynense","Poepp. & Endl.",,,7235
RUBIACEAE,"Faramea anisocalyx","Poepp. & Endl.",,,7245
RUBIACEAE,"Faramea axillaris",Standl.,,,7246
RUBIACEAE,"Faramea capillipes","Müll. Arg.",,,7250
RUBIACEAE,"Faramea exemplaris",Standl.,,,7256
RUBIACEAE,"Faramea glandulosa","Poepp. & Endl.",,,7260
RUBIACEAE,"Faramea multiflora","A. Rich.",,,7266
RUBIACEAE,"Faramea parvibractea",Steyerm.,,,7270
RUBIACEAE,"Faramea phyllonomoides",Standl.,,,7271
RUBIACEAE,"Faramea quinqueflora","Poepp. & Endl.",,,7273
RUBIACEAE,"Faramea spathacea","Müll. Arg. ex Standl.",,,7274
RUBIACEAE,"Faramea tamberlikiana","Müll. Arg.",,,7275
RUBIACEAE,"Faramea torquata","Müll. Arg.",,,7276
RUBIACEAE,"Faramea verticillata","C.M. Taylor",,,7279
RUBIACEAE,"Ferdinandusa chlorantha",Standl.,,,7281
RUBIACEAE,"Ferdinandusa elliptica",Pohl,,,7282
RUBIACEAE,"Ferdinandusa guainiae","Spruce ex K. Schum.",,,7283
MORACEAE,"Ficus acreana","C.C. Berg",,,7325
MORACEAE,"Ficus albert-smithii",Standl.,,"source: Lloydia 1939",22983
MORACEAE,"Ficus americana",Aubl.,,,7326
MORACEAE,"Ficus brevibracteata","W.C. Burger",,,7337
MORACEAE,"Ficus broadwayi",Urb.,,"source: Repert. Spec. Nov. Regni Veg. 1917",22984
MORACEAE,"Ficus caballina",Standl.,,,7339
MORACEAE,"Ficus casapiensis",Miq.,,,7345
MORACEAE,"Ficus castellviana",Dugand,,,7346
MORACEAE,"Ficus ceronii","C.C. Berg",,,7347
MORACEAE,"Ficus coerulescens",Rossberg,,,7350
MORACEAE,"Ficus donnell-smithii",Standl.,,,7356
MORACEAE,"Ficus dugandii",Standl.,,,7357
MORACEAE,"Ficus ecuadorensis","C.C. Berg",,,7359
MORACEAE,"Ficus gomelleira","Kunth & C.D. Bouché",,,7362
MORACEAE,"Ficus guianensis","Desv. ex Ham.",,,7363
MORACEAE,"Ficus jacobii","Vázq. Ávila",,,7366
MORACEAE,"Ficus krukovii",Standl.,,,7368
MORACEAE,"Ficus macbridei",Standl.,,,7373
MORACEAE,"Ficus mathewsii",Miq.,,,7375
MORACEAE,"Ficus membranacea","C. Wright",,,7377
MORACEAE,"Ficus nymphaeifolia",Mill.,,,7380
MORACEAE,"Ficus obtusifolia",Kunth,,,7381
MORACEAE,"Ficus padifolia",Kunth,,,7384
MORACEAE,"Ficus paraensis",Miq.,,,7385
MORACEAE,"Ficus pastasana","C.C. Berg",,,7386
MORACEAE,"Ficus pertusa","L. f.",,,7387
MORACEAE,"Ficus piresiana","Vázq. Ávila & C.C. Berg",,,7388
MORACEAE,"Ficus quichuana","C.C. Berg",,,7390
MORACEAE,"Ficus schippii",Standl.,,,7394
MORACEAE,"Ficus schultesii",Dugand,,,7395
MORACEAE,"Ficus sphenophylla",Standl.,,,7396
MORACEAE,"Ficus subapiculata",Miq.,,"source: Ann. Mus. Bot. Lugduno-Batavi 1867",23001
MORACEAE,"Ficus tonduzii",Standl.,,,7399
MORACEAE,"Ficus trigona","L. f.",,,7402
MORACEAE,"Ficus trigonata",L.,,,7403
MORACEAE,"Ficus ursina",Standl.,,,7405
MORACEAE,"Ficus yoponensis",Desv.,,,7410
OCHNACEAE,"Froesia diffusa","Gereau & Vásquez",,,7502
ANNONACEAE,"Fusaea longifolia",Saff.,,,7550
ANNONACEAE,"Fusaea peruviana","R.E. Fr.",,,7551
VIOLACEAE,"Fusispermum laxiflorum",Hekking,,,7553
RUTACEAE,"Galipea maxima","Pirani & Kallunki",,,7574
CLUSIACEAE,"Garcinia intermedia",Hammel,,"source: Ann. Missouri Bot. Gard. 1989",23138
CLUSIACEAE,"Garcinia macrophylla",Mart.,,,7604
CLUSIACEAE,"Garcinia madruno",Hammel,,,7605
CHRYSOBALANACEAE,"Gaulettia parillo","Sothers & Prance",,,7645
RUBIACEAE,"Genipa americana",L.,,,7688
RUBIACEAE,"Genipa spruceana",Steyerm.,,,7689
ARECACEAE,"Geonoma interrupta",Mart.,,,7753
VIOLACEAE,"Gloeospermum crassicarpum","W. Palacios",,,7846
VIOLACEAE,"Gloeospermum equatoriense",Hekking,,,7847
VIOLACEAE,"Gloeospermum longifolium",Hekking,,,7849
VIOLACEAE,"Gloeospermum sclerophyllum",Cuatrec.,,,7850
VIOLACEAE,"Gloeospermum sphaerocarpum","Triana & Planch.",,,7851
EUPHORBIACEAE,"Glycydendron amazonicum",Ducke,,,7882
LAMIACEAE,"Gmelina arborea","Roxb. ex Sm.",,,7884
RUBIACEAE,"Gonzalagunia affinis","Standl. ex Steyerm.",,,7941
RUBIACEAE,"Gonzalagunia bunchosioides",Standl.,,,7943
RUBIACEAE,"Gonzalagunia cornifolia",Standl.,,,7944
THEACEAE,"Gordonia fruticosa","H. Keng",,,7956
MELASTOMATACEAE,"Graffenrieda galeottii","L.O. Williams",,,7976
MELASTOMATACEAE,"Graffenrieda gracilis","L.O. Williams",,,7977
MELASTOMATACEAE,"Graffenrieda intermedia",Triana,,,7979
LECYTHIDACEAE,"Grias neuberthii","J.F. Macbr.",,,8027
LECYTHIDACEAE,"Grias peruviana",Miers,,,8028
POACEAE,"Guadua angustifolia",Kunth,,,8038
POACEAE,"Guadua superba",Huber,,,8039
POACEAE,"Guadua weberbaueri",Pilg.,,,8040
MELIACEAE,"Guarea carapoides",Harms,,"source: Notizbl. Bot. Gart. Berlin-Dahlem 1928",8050
MELIACEAE,"Guarea carinata",Ducke,,,8051
MELIACEAE,"Guarea cinnamomea",Harms,,,8054
MELIACEAE,"Guarea cristata","T.D. Penn.",,"source: Fl. Neotrop. Monogr. 1981",23337
MELIACEAE,"Guarea ecuadoriensis","W. Palacios",,,8055
MELIACEAE,"Guarea fissicalyx",Harms,,,8056
MELIACEAE,"Guarea fistulosa","W. Palacios",,,8057
MELIACEAE,"Guarea glabra",Vahl,,,8058
MELIACEAE,"Guarea gomma",Pulle,,,8059
MELIACEAE,"Guarea guentheri",Harms,,,8062
MELIACEAE,"Guarea guidonia",Sleumer,,,8063
MELIACEAE,"Guarea kunthiana","A. Juss.",,,8065
MELIACEAE,"Guarea macrophylla",Vahl,,,8067
MELIACEAE,"Guarea pterorhachis",Harms,,,8073
MELIACEAE,"Guarea pubescens","A. Juss.",,,8074
MELIACEAE,"Guarea purusana","C. DC.",,,8076
MELIACEAE,"Guarea silvatica","C. DC.",,,8078
ANNONACEAE,"Guatteria amazonica","R.E. Fr.",,,8081
ANNONACEAE,"Guatteria asplundiana","R.E. Fr.",,,8083
ANNONACEAE,"Guatteria blepharophylla",Mart.,,,8084
ANNONACEAE,"Guatteria brevicuspis","R.E. Fr.",,,8085
ANNONACEAE,"Guatteria chrysophylla","Maas & Setten",,,8087
ANNONACEAE,"Guatteria citriodora",Ducke,,"source: Arch. Jard. Bot. Rio de Janeiro 1930",23340
ANNONACEAE,"Guatteria decurrens","R.E. Fr.",,,8090
ANNONACEAE,"Guatteria duodecima","Maas & Westra",,,8091
ANNONACEAE,"Guatteria glaberrima","R.E. Fr.",,,8095
ANNONACEAE,"Guatteria guianensis","R.E. Fr.",,,8099
ANNONACEAE,"Guatteria liesneri","D.M. Johnson & N.A. Murray",,,8101
ANNONACEAE,"Guatteria megalophylla",Diels,,,8103
ANNONACEAE,"Guatteria modesta",Diels,,,8105
ANNONACEAE,"Guatteria multivenia",Diels,,,8106
ANNONACEAE,"Guatteria olivacea","R.E. Fr.",,,8110
ANNONACEAE,"Guatteria pastazae","R.E. Fr.",,,8111
ANNONACEAE,"Guatteria ramiflora","Erkens & Maas",,,8115
ANNONACEAE,"Guatteria recurvisepala","R.E. Fr.",,,8116
ANNONACEAE,"Guatteria scalarinervia","D.R. Simpson",,,8117
ANNONACEAE,"Guatteria schomburgkiana",Mart.,,"source: Fl. Bras. 1841",23347
ANNONACEAE,"Guatteria stipitata","R.E. Fr.",,,8119
ANNONACEAE,"Guatteria tomentosa",Rusby,,,8120
ANNONACEAE,"Guatteria ucayalina",Huber,,,8122
MALVACEAE,"Guazuma ulmifolia",Lam.,,,8128
LECYTHIDACEAE,"Gustavia hexapetala",Sm.,,,8173
LECYTHIDACEAE,"Gustavia hubbardiorum","S.A. Mori & Cornejo",,,8174
LECYTHIDACEAE,"Gustavia longifolia","Poepp. ex O. Berg",,,8176
LECYTHIDACEAE,"Gustavia macarenensis",Philipson,,,8177
LECYTHIDACEAE,"Gustavia terminaliflora","S.A. Mori",,,8184
CELASTRACEAE,"Gymnosporia magnifolia",Lundell,,,8333
MALVACEAE,"Gyranthera amphibiolepis","W. Palacios",,,8369
RUBIACEAE,"Hamelia axillaris",Sw.,,,8405
BIGNONIACEAE,"Handroanthus chrysanthus","S.O. Grose",,,8412
SALICACEAE,"Hasseltia floribunda",Kunth,,,8417
CLUSIACEAE,"Havetiopsis sp.","Planch. & Triana",,,8420
POLYGALACEAE,"Heisteria acuminata",Engl.,,,8462
POLYGALACEAE,"Heisteria latifolia",Standl.,,,8470
POLYGALACEAE,"Heisteria megalophylla",Sleumer,,,8471
POLYGALACEAE,"Heisteria nitida",Engl.,,,8472
POLYGALACEAE,"Heisteria spruceana",Engl.,,,8475
MORACEAE,"Helianthostylis sp.",Baill.,,"source: Adansonia 11: 299 1875",23455
MORACEAE,"Helicostylis elegans","C.C. Berg",,,8532
MORACEAE,"Helicostylis heterotricha",Ducke,,,8533
MORACEAE,"Helicostylis scabra","C.C. Berg",,,8534
MORACEAE,"Helicostylis tomentosa",Rusby,,,8535
MORACEAE,"Helicostylis turbinata","C.C. Berg",,"source: Acta Bot. Neerl. 1969",23474
MALVACEAE,"Heliocarpus americanus",L.,,,8538
MELASTOMATACEAE,"Henriettea lasiostylis",Pilg.,,"source: Verh. Bot. Vereins Prov. Brandenburg 1905",23496
MELASTOMATACEAE,"Henriettea stellaris","O. Berg ex Triana",,,8572
MALVACEAE,"Herrania balaensis","P. Preuss",,,8589
MALVACEAE,"Herrania mariae","Decne. ex Goudot",,,8590
MALVACEAE,"Herrania nitida","R.E. Schult.",,,8591
MALVACEAE,"Herrania nycterodendron","R.E. Schult.",,,8592
EUPHORBIACEAE,"Hevea brasiliensis","Müll. Arg.",,"source: Linnaea 34: 204. 1865",8629
EUPHORBIACEAE,"Hevea guianensis",Aubl.,,,8630
PHYLLANTHACEAE,"Hieronyma alchorneoides",Allemão,,,8660
PHYLLANTHACEAE,"Hieronyma laxiflora","Müll. Arg.",,"source: Revista Acad. Colomb. Ci. Exact. 1946",23559
PHYLLANTHACEAE,"Hieronyma oblonga","Müll. Arg.",,,8668
RUBIACEAE,"Hillia illustris","K. Schum.",,,8674
APOCYNACEAE,"Himatanthus bracteatus",Woodson,,,8683
APOCYNACEAE,"Himatanthus sucuuba",Woodson,,,8685
RUBIACEAE,"Hippotis albiflora","H. Karst.",,,8694
RUBIACEAE,"Hippotis ecuatoriana","C.M. Taylor",,,8697
RUBIACEAE,"Hippotis mollis",Standl.,,,8698
CHRYSOBALANACEAE,"Hirtella aequatoriensis",Prance,,,8713
CHRYSOBALANACEAE,"Hirtella americana",L.,,"source: Sp. Pl. 1753",23577
CHRYSOBALANACEAE,"Hirtella bicornis","Mart. & Zucc.",,,8714
CHRYSOBALANACEAE,"Hirtella elongata","Mart. & Zucc.",,,8716
CHRYSOBALANACEAE,"Hirtella excelsa","Standl. ex Prance",,,8717
CHRYSOBALANACEAE,"Hirtella gracilipes",Prance,,,8718
CHRYSOBALANACEAE,"Hirtella macrophylla","Benth. ex Hook. f.",,,8720
CHRYSOBALANACEAE,"Hirtella pilosissima","Mart. & Zucc.",,,8723
CHRYSOBALANACEAE,"Hirtella racemosa",Lam.,,,8724
CHRYSOBALANACEAE,"Hirtella triandra",Sw.,,,8727
SALICACEAE,"Homalium racemosum",Jacq.,,,8750
MALVACEAE,"Huberodendron swietenioides",Ducke,,,8768
TAPISCIACEAE,"Huertea glandulosa","Ruiz & Pav.",,,8772
EUPHORBIACEAE,"Hura crepitans",L.,,,8841
FABACEAE,"Hydrochorea corymbosa","Barneby & J.W. Grimes",,,8861
FABACEAE,"Hymenaea oblongifolia",Huber,,,8896
FABACEAE,"Hymenolobium heterocarpum",Ducke,,,8903
AQUIFOLIACEAE,"Ilex guayusa",Loes.,,,9039
AQUIFOLIACEAE,"Ilex inundata","Poepp. ex Reissek",,,9042
AQUIFOLIACEAE,"Ilex laureola",Triana,,,9044
AQUIFOLIACEAE,"Ilex magnifructa",Edwin,,,9048
FABACEAE,"Inga acreana",Harms,,,9079
FABACEAE,"Inga acrocephala",Steud.,,,9080
FABACEAE,"Inga acuminata",Benth.,,,9081
FABACEAE,"Inga alata",Benoist,,,9082
FABACEAE,"Inga alba",Willd.,,,9084
FABACEAE,"Inga auristellae",Harms,,,9085
FABACEAE,"Inga bourgonii",DC.,,,9087
FABACEAE,"Inga brachyrhachis",Harms,,,9088
FABACEAE,"Inga capitata",Desv.,,,9089
FABACEAE,"Inga cayennensis","Sagot ex Benth.",,,9091
FABACEAE,"Inga chartacea","Poepp. & Endl.",,,9092
FABACEAE,"Inga ciliata","C. Presl",,,9095
FABACEAE,"Inga cinnamomea","Spruce ex Benth.",,,9097
FABACEAE,"Inga cordatoalata",Ducke,,,9099
FABACEAE,"Inga coruscans","Humb. & Bonpl. ex Willd.",,,9100
FABACEAE,"Inga cylindrica",Mart.,,,9101
FABACEAE,"Inga densiflora",Benth.,,,9102
FABACEAE,"Inga dumosa",Benth.,,,9103
FABACEAE,"Inga edulis",Mart.,,,9104
