"Familia.APGIV","Familia","NombreActual","Authors","NombreMemoria","CODIGO","CodigoPBDY_18","FormaPBDY_2018","Forma_2015","NumRec_2018","MinYear_2018","MaxYear_2018","UserNotes2018","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Menispermaceae","Menispermaceae","Abuta sp. D","","Abuta sp. D","ABUT_D","","","CW",3,2000,2002,"","Abuta",7268654,"ABUT_D-Abuta sp. D"
"Menispermaceae","Menispermaceae","Abuta sp. E","","Abuta sp. E","ABUT_E","","","CW",24,2001,2013,"","Abuta",7268654,"ABUT_E-Abuta sp. E"
"Menispermaceae","Menispermaceae","Abuta sp. GL","","Abuta sp. GL","ABUTGL","","","CW",1,2016,2016,"Probably an error.  Doesn't correspond to any Abuta collection we have.","Abuta",7268654,"ABUTGL-Abuta sp. GL"
"Menispermaceae","Menispermaceae","Cissampelos sp. A","","Cissampelos sp. A","CIS1_A","","","C?",166,2000,2015,"Possibly more than one species. No adult voucher yet available.","Cissampelos",3033936,"CIS1_A-Cissampelos sp. A"
"Menispermaceae","Menispermaceae","Disciphania killipii","Diels","Disciphania sp. V","DISP_V","","","CW",90,2000,2015,"Adult voucher awaiting ID confirmation.","Disciphania killipii",3830628,"DISP_V-Disciphania sp. V"
"Menispermaceae","Menispermaceae","Disciphania sp. A","","Disciphania sp. A","DISP_A","","","C?",6,2001,2012,"","Disciphania",7268753,"DISP_A-Disciphania sp. A"
"Menispermaceae","Menispermaceae","Disciphania sp. B","","Disciphania sp. B","DISP_B","","","C?",24,2000,2017,"","Disciphania",7268753,"DISP_B-Disciphania sp. B"
"Menispermaceae","Menispermaceae","Menispermaceae sp. T","","Menispermaceae sp. T","MEN_T","","","C?",18,2003,2013,"","Menispermaceae",2411,"MEN_T-Menispermaceae sp. T"
"Menispermaceae","Menispermaceae","Menispermaceae sp. U","","Menispermaceae sp. U","MEN_U","","","C?",75,2001,2017,"","Menispermaceae",2411,"MEN_U-Menispermaceae sp. U"
"Menispermaceae","Menispermaceae","Odontocarya cf. sp. C.","","Odontocarya cf. sp. C","ODO1_C","","","C?",4,2008,2012,"","Odontocarya",7268633,"ODO1_C-Odontocarya cf. sp. C"
"Menispermaceae","Menispermaceae","Odontocarya sp. A","","Odontocarya sp. A","ODO1_A","","","C?",152,2000,2017,"Possibly more than one species. No adult voucher yet available.","Odontocarya",7268633,"ODO1_A-Odontocarya sp. A"
"Menispermaceae","Menispermaceae","Sciadotenia toxifera","Krukoff & A.C. Sm.","Menispermaceae sp. W","MEN_W","","","CW",4,2004,2009,"","Sciadotenia toxifera",3829928,"MEN_W-Menispermaceae sp. W"
"Menispermaceae","Menispermaceae","Telitoxicum krukovii","Moldenke","Telitoxicum krukovii","TELIKR","","","CW",153,2001,2017,"","Telitoxicum krukovii",3829749,"TELIKR-Telitoxicum krukovii"
"Metteniusaceae","Icacinaceae","Dendrobangia boliviana","Rusby","Dendrobangia boliviana","DEN1BO","DENBBO","M","TM",3,2007,2007,"","Dendrobangia boliviana",3596663,"DEN1BO-DENBBO-Dendrobangia boliviana"
"Monimiaceae","Monimiaceae","Mollinedia killipii","","Mollinedia killipii","MOL2KI","MOLLKI","S","SL",15,2000,2015,"","Mollinedia killipii",3782326,"MOL2KI-MOLLKI-Mollinedia killipii"
"Monimiaceae","Monimiaceae","Mollinedia 'spinilarga'","","Mollinedia 'spinilarga'","MOL2SP","MOLLSP","U","TU",2,2005,2005,"","Mollinedia",3034105,"MOL2SP-MOLLSP-Mollinedia 'spinilarga'"
"Monimiaceae","Monimiaceae","Mollinedia tomentosa","(Benth.) Tul.","Mollinedia tomentosa","MOL2TO","MOLLTO","M","TM",23,2000,2007,"","Mollinedia tomentosa",3783010,"MOL2TO-MOLLTO-Mollinedia tomentosa"
"Moraceae","Moraceae","Batocarpus amazonicus","(Ducke) Fosberg","Batocarpus 'obmembra'","BATOOB","BATOAM","T","TC",17,2000,2016,"","Batocarpus amazonicus",3763869,"BATOOB-BATOAM-Batocarpus 'obmembra'"
"Moraceae","Moraceae","Batocarpus costaricensis","Standl. & L.O. Williams","Batocarpus 'ramaroja'","BATORA","BATOCO","T","TC",83,2000,2015,"","Batocarpus costaricensis",3763858,"BATORA-BATOCO-Batocarpus 'ramaroja'"
"Moraceae","Moraceae","Batocarpus orinocensis","H. Karst","Batocarpus orinocensis","BATOOR","BATOOR","T","TC",121,2000,2018,"","Batocarpus orinocensis",3763838,"BATOOR-Batocarpus orinocensis"
"Moraceae","Moraceae","Brosimum acutifolium","Huber","Brosimum acutifolium","BRO1AC","BROSAC","T","TC",176,2000,2017,"","Brosimum acutifolium",7262461,"BRO1AC-BROSAC-Brosimum acutifolium"
"Moraceae","Moraceae","Brosimum guianense","(Aubl.) Huber","Brosimum guianense","BRO1GU","BROSGU","T","TC",469,2000,2017,"","Brosimum guianense",7374879,"BRO1GU-BROSGU-Brosimum guianense"
"Moraceae","Moraceae","Brosimum lactescens","(S. Moore) C.C. Berg","Brosimum lactescens","BRO1LA","BROSLA","T","TC",22,2000,2016,"","Brosimum lactescens",3763127,"BRO1LA-BROSLA-Brosimum lactescens"
"Moraceae","Moraceae","Brosimum potabile","Ducke","Brosimum potabile","BRO1PO","BROSPO","T","TC",61,2000,2018,"","Brosimum potabile",3762892,"BRO1PO-BROSPO-Brosimum potabile"
"Moraceae","Moraceae","Brosimum utile subsp. ovatifolium","(Ducke) C.C. Berg","Brosimum utile","BRO1UT","BROSUT","T","TC",2,2009,2009,"Treated as Brosimum utile (Kunth) Oken in plot lists 2014-2018. Treated Brosimum utile subsp. ovatifolium in plot list 2009 & plot book (2014). Only on subspecies occurs on plot.","Brosimum utile ovatifolium",3762702,"BRO1UT-BROSUT-Brosimum utile"
"Moraceae","Moraceae","Castilla ulei","Harb.","Castilla ulei","CAS3UL","CASTUL","T","TC",389,2000,2017,"","Castilla ulei",2984559,"CAS3UL-CASTUL-Castilla ulei"
"Moraceae","Moraceae","Clarisia biflora","Ruiz & Pav.","Clarisia biflora","CLARBI","CLARBI","T","TC",74,2002,2018,"","Clarisia biflora",7262852,"CLARBI-Clarisia biflora"
"Moraceae","Moraceae","Clarisia racemosa","Ruiz & Pav.","Clarisia racemosa","CLARRA","CLARRA","E","TC",220,2000,2017,"","Clarisia racemosa",5572170,"CLARRA-Clarisia racemosa"
"Moraceae","Moraceae","Ficus americana subsp. subapiculata","(Miq.) C.C. Berg","Ficus 'subapiculata'","FICUSU","","","HW",117,2008,2016,"Early records may contain Ficus schippii (FICUSC) especially in trap 110. Ficus american subsp. subapiculata (FICUSU) occurs in at least trap 125. Both species have small red fruit.","Ficus americana subapiculata",5572316,"FICUSU-Ficus 'subapiculata'"
"Moraceae","Moraceae","Ficus gomelleira","Kunth & Bouché","Ficus gomelleira","FICUGO","FICUGO","T","TC",482,2002,2018,"Included in plot censuses.","Ficus gomelleira",5571029,"FICUGO-Ficus gomelleira"
"Moraceae","Moraceae","Ficus krukovii","Standl.","Ficus brevibracteata","FICUBR","","","HW",7,2008,2008,"Adult voucher awaiting ID confirmation.","Ficus krukovii",5572614,"FICUBR-Ficus brevibracteata"
"Moraceae","Moraceae","Ficus nymphaeifolia","Mill.","Ficus nymphaeifolia","FICUNY","FICUNY","T","HT",64,2008,2017,"Included in plot censuses.","Ficus nymphaeifolia",5570630,"FICUNY-Ficus nymphaeifolia"
"Moraceae","Moraceae","Ficus obtusifolia","Kunth","Ficus obtusifolia","FICUOB","FICUOB","T","TC",1,2017,2017,"Included in plot censuses.","Ficus obtusifolia",5361910,"FICUOB-Ficus obtusifolia"
"Moraceae","Moraceae","Ficus paraensis","(Miq.) Miq.","Ficus paraensis","FICUPA","","","HW",5,2017,2017,"Adult voucher awaiting ID confirmation.","Ficus paraensis",5569960,"FICUPA-Ficus paraensis"
"Moraceae","Moraceae","Ficus pertusa","L. f.","Ficus 'perecose'","FICUP2","","","HW",141,2002,2017,"ID confirmed with adult voucher.","Ficus pertusa",7944396,"FICUP2-Ficus 'perecose'"
"Moraceae","Moraceae","Ficus piresiana","Vázq. Avila & C.C. Berg","Ficus sp. GG","FICU_GG","FICUPI","T","TC",171,2000,2018,"Included in plot censuses.","Ficus crassivenosa",5569865,"FICU_GG-FICUPI-Ficus sp. GG"
"Moraceae","Moraceae","Ficus quichuana","C.C. Berg","Ficus sp. DD","FICU_DD","","","-",395,2000,2018,"Adult voucher awaiting ID confirmation.","Ficus quichuana",5571772,"FICU_DD-Ficus sp. DD"
"Moraceae","Moraceae","Ficus schippii","Standl.","Ficus schippii","FICUSC","FICUBA","T&H","HT",5,2016,2017,"Included in plot censuses. Fruits & seeds first recognized in 2016 as distinct from Ficus americana subsp. subapiculata (FICUSU). Both species have small red fruit. Present in at least trap 110.","Ficus schippii",5570840,"FICUSC-FICUBA-Ficus schippii"
"Moraceae","Moraceae","Ficus sp. BB","","Ficus sp. BB","FICU_BB","","","-",11,2000,2008,"","Ficus",2984588,"FICU_BB-Ficus sp. BB"
"Moraceae","Moraceae","Ficus sp. CC","","Ficus sp. CC","FICU_CC","","","-",9,2000,2013,"","Ficus",2984588,"FICU_CC-Ficus sp. CC"
"Moraceae","Moraceae","Ficus sp. EE","","Ficus sp. EE","FICU_EE","","","-",11,2000,2011,"","Ficus",2984588,"FICU_EE-Ficus sp. EE"
"Moraceae","Moraceae","Ficus sp. KK","","Ficus sp. KK","FICU_KK","","","-",120,2008,2018,"Initially identified as Ficus piresiana (FICU_GG) but tree at trap 110 (with 100 records) possibly is not piresiana.","Ficus",2984588,"FICU_KK-Ficus sp. KK"
"Moraceae","Moraceae","Ficus sp. S1 (semillas)","","Ficus sp. S1 (semillas)","FICU_S1","","","-",94,2000,2017,"Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.","Ficus",2984588,"FICU_S1-Ficus sp. S1 (semillas)"
"Moraceae","Moraceae","Ficus sp. S2 (semillas)","","Ficus sp. S2 (semillas)","FICU_S2","","","-",90,2000,2018,"Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.","Ficus",2984588,"FICU_S2-Ficus sp. S2 (semillas)"
"Moraceae","Moraceae","Ficus sp. S4 (semillas)","","Ficus sp. S4 (semillas)","FICU_S4","","","-",23,2008,2012,"Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.","Ficus",2984588,"FICU_S4-Ficus sp. S4 (semillas)"
"Moraceae","Moraceae","Ficus sp. S5 (semillas)","","Ficus sp. S5 (semillas)","FICU_S5","","","-",21,2009,2013,"Mostly isolated but morphologically distinct seeds (sometimes with fruit fragments).  Not yet indentified to species.","Ficus",2984588,"FICU_S5-Ficus sp. S5 (semillas)"
"Moraceae","Moraceae","Ficus sp.D","","Ficus sp.D","FICU_D","","","-",15,2000,2016,"Possibly equals FICU_DD (Ficus quichuana). Needs confirmation.","Ficus",2984588,"FICU_D-Ficus sp.D"
"Moraceae","Moraceae","Ficus sp.G","","Ficus sp.G","FICU_G","","","-",2,2000,2000,"Possibly equal FICU_GG (Ficus piresiana).  Needs confirmation.","Ficus",2984588,"FICU_G-Ficus sp.G"
"Moraceae","Moraceae","Ficus sp.H","","Ficus sp.H","FICU_H","","","-",14,2000,2009,"","Ficus",2984588,"FICU_H-Ficus sp.H"
"Moraceae","Moraceae","Ficus sp.K","","Ficus sp.K","FICU_K","","","-",16,2000,2016,"Possibly equal FICU_KK.","Ficus",2984588,"FICU_K-Ficus sp.K"
"Moraceae","Moraceae","Ficus sp.S","","Ficus sp.S","FICU_S","","","-",4,2000,2017,"Possibly equal FICUSC (Ficus schippii) and/or FICUSU (Ficus americana). Needs better voucher specimen for confirmation.","Ficus",2984588,"FICU_S-Ficus sp.S"
"Moraceae","Moraceae","Ficus spp. (partes indet. a sp.)","","Ficus spp. (partes indet. a sp.)","FICU_PIN","","","-",1737,2000,2015,"Unidentified seeds & fruits were initially recorded by trap (FICU_xx where xx equals the trap number).  Samples were saved in hope of future identification.  Unidentified samples were finally combined into a single code because part and trap were already recorded in each record.","Ficus",2984588,"FICU_PIN-Ficus spp. (partes indet. a sp.)"
"Moraceae","Moraceae","Ficus trigona","L. f.","Ficus trigona","FICUT1","FICUTR","T&H","HT",363,2000,2017,"Included in plot censuses.","Ficus trigona",7930239,"FICUT1-FICUTR-Ficus trigona"
"Moraceae","Moraceae","Helicostylis tomentosa","(Poepp. & Endl.) Rusby","Helicostylis tomentosa","HEL1TO","HELITO","M","TM",2,2003,2008,"","Helicostylis tomentosa",3764831,"HEL1TO-HELITO-Helicostylis tomentosa"
"Moraceae","Moraceae","Maquira calophylla","(Poepp. & Endl.) C.C. Berg","Maquira calophylla","MAQUCA","MAQUCA","M","TM",168,2000,2018,"","Maquira calophylla",3763735,"MAQUCA-Maquira calophylla"
"Moraceae","Moraceae","Maquira guianensis","Aubl.","Maquira guianensis","MAQUGU","MAQUGU","M","TM",378,2000,2017,"","Maquira guianensis",3763686,"MAQUGU-Maquira guianensis"
"Moraceae","Moraceae","Naucleopsis krukovii ","(Standl.) C.C. Berg","Naucleopsis 'kv-krukovii'","NAUCK2","NAUCKR","U","TM",200,2000,2017,"Now treated as single variable taxon (Naucleopsis krukovii with code NAUCKR) in recent plot lists. This was initially (2000) separated into three forms (kv-amarilla & kv-frukovii & & kv-roja) that might correspond to three taxa.  Perhaps combine if phenological patterns are the same.","Naucleopsis krukovii",3767133,"NAUCK2-NAUCKR-Naucleopsis 'kv-krukovii'"
"Moraceae","Moraceae","Naucleopsis cf. krukovii","(Standl.) C.C. Berg","Naucleopsis 'kv-roja'","NAUCK3","NAUCKR","U","TM",82,2002,2014,"Now treated as single variable taxon (Naucleopsis krukovii with code NAUCKR) in recent plot lists. This was initially (2000) separated into three forms (kv-amarilla & kv-frukovii & & kv-roja) that might correspond to three taxa.  Perhaps combine if phenological patterns are the same.","Naucleopsis krukovii",3767133,"NAUCK3-NAUCKR-Naucleopsis 'kv-roja'"
"Moraceae","Moraceae","Naucleopsis ulei","(Warb.) Ducke","Naucleopsis ulei","NAUCUL","NAUCUL","T","TC",187,2000,2018,"","Naucleopsis ulei",7262829,"NAUCUL-Naucleopsis ulei"
"Moraceae","Moraceae","Perebea angustifolia","(Poepp. & Endl.) C.C. Berg","Perebea angustifolia","PEREAN","PEREAN","M","TM",3,2008,2008,"","Perebea angustifolia",3765858,"PEREAN-Perebea angustifolia"
"Moraceae","Moraceae","Perebea guianensis","Aubl.","Perebea guianensis","PEREGU","PEREGU","M","TM",7,2008,2016,"","Perebea guianensis",7262696,"PEREGU-Perebea guianensis"
"Moraceae","Moraceae","Perebea mollis","(Poepp. & Endl.) Huber","Perebea mollis","PEREMO","PEREMO","T","TC",39,2003,2017,"","Perebea mollis",7262684,"PEREMO-Perebea mollis"
"Moraceae","Moraceae","Perebea tessmannii","Mildbr.","Perebea tessmannii","PERETE","PERETE","T","TC",5,2017,2017,"","Perebea tessmannii",7262670,"PERETE-Perebea tessmannii"
"Moraceae","Moraceae","Perebea xanthochyma","H. Karst","Perebea xanthochyma","PEREXA","PEREXA","U","TM",625,2000,2018,"","Perebea xanthochyma",3765422,"PEREXA-Perebea xanthochyma"
"Moraceae","Moraceae","Poulsenia armata","(Miq.) Standl.","Poulsenia armata","POULAR","POULAR","T","TC",346,2000,2018,"","Poulsenia armata",5570848,"POULAR-Poulsenia armata"
"Moraceae","Moraceae","Pseudolmedia laevigata","Trécul","Pseudolmedia laevigata","PSE1L1","PSEULA","T","TC",307,2000,2018,"","Pseudolmedia laevigata",3764182,"PSE1L1-PSEULA-Pseudolmedia laevigata"
"Moraceae","Moraceae","Pseudolmedia laevis","(Ruiz & Pav.) J.F. Macbr.","Pseudolmedia laevis","PSE1L2","PSEULS","T","TC",1795,2000,2018,"","Pseudolmedia laevis",3764170,"PSE1L2-PSEULS-Pseudolmedia laevis"
"Moraceae","Moraceae","Pseudolmedia macrophylla","Trécul","Pseudolmedia macrophylla","PSE1MC","PSEUMA","T","TC",16,2003,2017,"","Pseudolmedia macrophylla",3764164,"PSE1MC-PSEUMA-Pseudolmedia macrophylla"
"Moraceae","Moraceae","Pseudolmedia rigida subsp.eggersii","(Standl.) C.C. Berg","Pseudolmedia rigida","PSE1RI","PSEURI","T","TC",123,2000,2018,"Treated as Pseudolmedia rigida in plot lists 2014-2018. Identified as Pseudolmedia rigida subsp. eggersii in plot list 2009. Only one subspecies reported on plot.","Pseudolmedia rigida eggersii",3764033,"PSE1RI-PSEURI-Pseudolmedia rigida"
"Moraceae","Moraceae","Sorocea muriculata","Miq. In Mart.","Sorocea muriculata","SOROMU","SOROMU","U","TU",78,2000,2016,"","Sorocea muriculata",7262387,"SOROMU-Sorocea muriculata"
"Moraceae","Moraceae","Sorocea pubivena subsp. hirtella ","(Mildbr.) C.C. Berg","Sorocea hirtella","SOROHI","SOROPU","U","TU",20,2001,2008,"Subspecies combined into Sorocea pubivena Hemsl. (SOROPU) in plot lists 2010-2018.  Treated as subspecies in plot list 2009. Widely recognizied as two subspecies.","Sorocea pubivena hirtella",3762690,"SOROHI-SOROPU-Sorocea hirtella"
"Moraceae","Moraceae","Sorocea pubivena subsp. oligotricha ","(Akkermans & C.C. Berg) C.C. Berg","Sorocea oligotricha","SOROOL","SOROPU","U","TM",49,2004,2016,"Subspecies combined into Sorocea pubivena Hemsl. (SOROPU) in plot lists 2010-2018.  Treated as subspecies in plot list 2009. Widely recognizied as two subspecies.","Sorocea pubivena oligotricha",3762675,"SOROOL-SOROPU-Sorocea oligotricha"
"Moraceae","Moraceae","Sorocea steinbachii","C.C. Berg","Sorocea steinbachii","SOROST","SOROST","M","TM",449,2000,2017,"","Sorocea steinbachii",3764462,"SOROST-Sorocea steinbachii"
"Moraceae","Moraceae","Trymatococcus amazonicus","Poepp. & Endl.","Trymatococcus amazonicum","TRYMAM","TRYMAM","M","TM",2,2000,2013,"","Brosimum amazonicum",11724343,"TRYMAM-Trymatococcus amazonicum"
"Myristicaceae","Myristicaceae","Compsoneura capitellata","(A. DC.) Warb.","Compsoneura capitellata","COMPCA","COMPCA","M","TM",146,2000,2017,"","Compsoneura capitellata",5564567,"COMPCA-Compsoneura capitellata"
"Myristicaceae","Myristicaceae","Compsoneura ulei","Warb.","Compsoneura ulei","COMPUL","COMPUL","M","TM",1,2008,2008,"","Compsoneura ulei",5564439,"COMPUL-Compsoneura ulei"
"Myristicaceae","Myristicaceae","Iryanthera grandis","Ducke","Iryanthera 'alta'","IRYAAL","IRYAGR","T","TC",100,2002,2017,"","Iryanthera grandis",3743999,"IRYAAL-IRYAGR-Iryanthera 'alta'"
"Myristicaceae","Myristicaceae","Iryanthera hostmannii","(Benth.) Warb.","Iryanthera paraensis","IRYAPA","IRYAHO","M","TM",315,2000,2018,"","Iryanthera hostmannii",3743981,"IRYAPA-IRYAHO-Iryanthera paraensis"
"Myristicaceae","Myristicaceae","Iryanthera juruensis","Warb.","Iryanthera juruensis","IRYAJU","IRYAJU","M","TM",20,2005,2017,"","Iryanthera juruensis",3743957,"IRYAJU-Iryanthera juruensis"
"Myristicaceae","Myristicaceae","Otoba glycycarpa","(Ducke) W.A. Rodrigues & T.S. Jaramillo","Otoba glycycarpa","OTOBGL","OTOBGL","T","TC",2724,2000,2018,"","Otoba glycycarpa",3743774,"OTOBGL-Otoba glycycarpa"
"Myristicaceae","Myristicaceae","Virola dixonii","Little","Virola dixonii","VIRODI","VIRODI","U","TC",4,2005,2011,"","Virola dixonii",3743473,"VIRODI-Virola dixonii"
"Myristicaceae","Myristicaceae","Virola duckei","A.C. Smith","Virola duckei","VIRODU","VIRODU","E","TE",770,2000,2017,"","Virola duckei",3743458,"VIRODU-Virola duckei"
"Myristicaceae","Myristicaceae","Virola elongata","(Benth.) Warb.","Virola elongata","VIROEL","VIROEL","T","TC",917,2000,2018,"","Virola elongata",7171876,"VIROEL-Virola elongata"
"Myristicaceae","Myristicaceae","Virola flexuosa","A.C. Smith","Virola flexuosa","VIROFL","VIROFL","T","TC",157,2000,2018,"","Virola flexuosa",3743391,"VIROFL-Virola flexuosa"
"Myristicaceae","Myristicaceae","Virola 'microfuzzy'","","Virola 'microfuzzy'","VIROMI","VIROMI","T","TC",136,2000,2018,"","Virola",3152843,"VIROMI-Virola 'microfuzzy'"
"Myristicaceae","Myristicaceae","Virola obovata","Ducke","Virola obovata","VIROOB","VIROOB","T","TC",31,2000,2011,"","Virola obovata",3742984,"VIROOB-Virola obovata"
"Myristicaceae","Myristicaceae","Virola pavonis","(A. DC.) A.C. Sm.","Virola 'pavo'","VIROPA","VIROPA","T","TC",468,2000,2018,"","Virola pavonis",3744236,"VIROPA-Virola 'pavo'"
"Myristicaceae","Myristicaceae","Virola surinamensis","(Rol. ex Rottb.) Warb.","Virola surinamensis","VIROSU","","","T?",1,2005,2005,"This species is not reported from the plot but is present in forests along the river.","Virola surinamensis",3152848,"VIROSU-Virola surinamensis"
"Myrtaceae","Myrtaceae","Calyptranthes glandulosa","M.L. Kawas. & B. Holst","Calyptranthes 'punctote'","CALYP3","CALPPC","S","TU",3,2004,2004,"","Myrcia adenophylla",10681855,"CALYP3-CALPPC-Calyptranthes 'punctote'"
"Myrtaceae","Myrtaceae","Calyptranthes manuensis","B. Holst & M.L. Kawas.","Calyptranthes 'pseudospeciosa'","CALYPS","CALPPS","M","TM",5,2004,2017,"","Myrcia manuensis",10802852,"CALYPS-CALPPS-Calyptranthes 'pseudospeciosa'"
"Myrtaceae","Myrtaceae","Calyptranthes plicata","McVaugh","Calyptranthes plicata","CALYPL","CALPPL","U","TU",4,2000,2011,"Calyptranthes nervata M.L. Kawas. & B. Holst was separated from Calyptranthes plicata in 2009. They are very similar vegetatively.  It is currently unclear which species is represented by these sparse records.","Myrcia plicata",10785938,"CALYPL-CALPPL-Calyptranthes plicata"
"Myrtaceae","Myrtaceae","Calyptranthes speciosa","Sagot","Calyptranthes speciosa","CALYSP","CALPSP","S","SL",19,2000,2009,"","Myrcia neospeciosa",10825908,"CALYSP-CALPSP-Calyptranthes speciosa"
"Myrtaceae","Myrtaceae","Calyptranthes yasuniana","M.L. Kawas. & Á.J. Pérez","Calyptranthes 'sedosa'","CALYSE","CALPSE","U","TU",28,2002,2011,"Calyptranthes yasuniana was newly described in 2015 and appears as such in plot list from 2018. It was known as Calyptranthes 'sedosa' in plots lists 2001-2014.","Myrcia yasuniana",10851138,"CALYSE-CALPSE-Calyptranthes 'sedosa'"
"Myrtaceae","Myrtaceae","Eugenia feijoi","O. Berg","Eugenia feijoi","EUGEFE","EUGEFE","T","TC",262,2000,2018,"","Eugenia feijoi",5417684,"EUGEFE-Eugenia feijoi"
"Myrtaceae","Myrtaceae","Eugenia florida","DC.","Eugenia florida","EUGEFL","EUGEFL","M","TM",50,2002,2013,"","Eugenia florida",5417919,"EUGEFL-Eugenia florida"
"Myrtaceae","Myrtaceae","Eugenia 'granvariable'","","Eugenia 'granvariable'","EUGEG1","EUGEGV","M","TM",69,2000,2010,"","Eugenia",3177662,"EUGEG1-EUGEGV-Eugenia 'granvariable'"
"Myrtaceae","Myrtaceae","Eugenia lambertiana","DC.","Eugenia lambertiana","EUGELA","EUGELA","M","TM",13,2002,2009,"","Eugenia lambertiana",5416727,"EUGELA-Eugenia lambertiana"
"Myrtaceae","Myrtaceae","Eugenia longisepala","M.L. Kawas. & B. Holst","Eugenia 'graneschweil'","EUGEG2","EUGEGR","M","TM",1,2000,2000,"","Eugenia longisepala",6306443,"EUGEG2-EUGEGR-Eugenia 'graneschweil'"
