"Genus","SpeciesName","Mnemonic","Family","Authority","Idlevel","Species","gbif_accepted_scientific_name","gbif_accepted_taxon_id","taxon_code"
"Dacryodes","peruviana","DACRPE","Burseraceae","(Loes.) H.J. Lam","species","Dacryodes peruviana","Dacryodes peruviana",7286858,"DACRPE-Dacryodes peruviana"
"Dalbergia","frutescens","DALBFR","Fabaceae","(Vell.) Britton","species","Dalbergia frutescens","Dalbergia frutescens",2968824,"DALBFR-Dalbergia frutescens"
"Dalbergia","nigrescens","DALBNI","Fabaceae","Kurz","species","Dalbergia nigrescens","Dalbergia nigrescens",2968399,"DALBNI-Dalbergia nigrescens"
"Dendrobangia","boliviana","DENBBO","Cardiopteridaceae","Rusby","species","Dendrobangia boliviana","Dendrobangia boliviana",3596663,"DENBBO-Dendrobangia boliviana"
"Dendropanax","arboreus","DENDAR","Araliaceae","(L.) Dec. & Planch","species","Dendropanax arboreus","Dendropanax arboreus",3035093,"DENDAR-Dendropanax arboreus"
"Dendropanax","caucanus","DENDCA","Araliaceae","(Harms) Harms","species","Dendropanax caucanus","Dendropanax caucanus",3035067,"DENDCA-Dendropanax caucanus"
"Dendropanax","querceti","DENDQU","Araliaceae","Donn. Sm.","species","Dendropanax querceti","Dendropanax querceti",3034993,"DENDQU-Dendropanax querceti"
"Dialium","guianense","DIALGU","Fabaceae","(Aubl.) Sandwith","species","Dialium guianense","Dialium guianense",2971008,"DIALGU-Dialium guianense"
"Dilkea","parviflora","DILKPA","Passifloraceae","Killip","species","Dilkea parviflora","Dilkea retusa",3586537,"DILKPA-Dilkea parviflora"
"Diospyros","artanthifolia","DIOSAR","Ebenaceae","Mart. ex Miq.","species","Diospyros artanthifolia","Diospyros artanthifolia",7848675,"DIOSAR-Diospyros artanthifolia"
"Diospyros","capreifolia","DIOSCR","Ebenaceae","Mart. ex Hiern","species","Diospyros capreifolia","Diospyros capreifolia",5832390,"DIOSCR-Diospyros capreifolia"
"Diospyros","ekodul","DIOSEK","Ebenaceae","B. Walln.","species","Diospyros ekodul","Diospyros ekodul",4070018,"DIOSEK-Diospyros ekodul"
"Diospyros","pseudoxylopia","DIOSPS","Ebenaceae","Mildbr.","species","Diospyros pseudoxylopia","Diospyros pseudoxylopia",4070387,"DIOSPS-Diospyros pseudoxylopia"
"Diospyros","subrotata","DIOSSU","Ebenaceae","Hiern","species","Diospyros subrotata","Diospyros subrotata",4070210,"DIOSSU-Diospyros subrotata"
"Diploon","cuspidatum","DIPOCU","Sapotaceae","(Hoehne) Cronquist","species","Diploon cuspidatum","Diploon cuspidatum",2883950,"DIPOCU-Diploon cuspidatum"
"Diplotropis","purpurea","DIPLPU","Fabaceae","(Rich.) Amshoff","species","Diplotropis purpurea","Diplotropis purpurea",5355625,"DIPLPU-Diplotropis purpurea"
"Discophora","guianensis","DISCGU","Stemonuraceae","Miers","species","Discophora guianensis","Discophora guianensis",8066826,"DISCGU-Discophora guianensis"
"Drypetes","amazonica","DRYPAM","Putranjivaceae","Steyerm.","species","Drypetes amazonica","Drypetes amazonica",3075969,"DRYPAM-Drypetes amazonica"
"Drypetes","variabilis","DRYPVA","Euphorbiaceae","Uittien","species","Drypetes variabilis","Drypetes variabilis",3075850,"DRYPVA-Drypetes variabilis"
"Duguetia","hadrantha","DUGUHA","Annonaceae","(Diels) R.E. Fr.","species","Duguetia hadrantha","Duguetia hadrantha",3157624,"DUGUHA-Duguetia hadrantha"
"Duguetia","quitarensis","DUGUQU","Annonaceae","Benth.","species","Duguetia quitarensis","Duguetia quitarensis",3157592,"DUGUQU-Duguetia quitarensis"
"Duguetia","spixiana","DUGUSP","Annonaceae","Mart.","species","Duguetia spixiana","Duguetia spixiana",3157492,"DUGUSP-Duguetia spixiana"
"Duguetia","surinamensis","DUGUSU","Annonaceae","R.E. Fr.","species","Duguetia surinamensis","Duguetia surinamensis",3157522,"DUGUSU-Duguetia surinamensis"
"Dulacia","candida","DULACA","Olacaceae","(Poepp.) Kuntze","species","Dulacia candida","Dulacia candida",3685635,"DULACA-Dulacia candida"
"Duroia","hirsuta","DUROHI","Rubiaceae","(Poepp.) K. Schum.","species","Duroia hirsuta","Duroia hirsuta",2892105,"DUROHI-Duroia hirsuta"
"Dussia","tessmannii","DUSSTE","Fabaceae","Harms","species","Dussia tessmannii","Dussia tessmannii",2968237,"DUSSTE-Dussia tessmannii"
"Ecclinusa","guianensis","ECCLGU","Sapotaceae","Eyma","species","Ecclinusa guianensis","Ecclinusa guianensis",2887376,"ECCLGU-Ecclinusa guianensis"
"Elaeoluma","glabrescens","ELAEGL","Sapotaceae","(Mart. & Eichler) Aubr v.","species","Elaeoluma glabrescens","Elaeoluma glabrescens",2886343,"ELAEGL-Elaeoluma glabrescens"
"Endlicheria","bracteata","ENDLBR","Lauraceae","Mez","species","Endlicheria bracteata","Endlicheria bracteata",4176746,"ENDLBR-Endlicheria bracteata"
"Endlicheria","canescens","ENDLCA","Lauraceae","Chanderbali","species","Endlicheria canescens","Endlicheria canescens",4176663,"ENDLCA-Endlicheria canescens"
"Endlicheria","directonervia","ENDLTE","Lauraceae","C.K. Allen","species","Endlicheria directonervia","Endlicheria directonervia",4176500,"ENDLTE-Endlicheria directonervia"
"Endlicheria","formosa","ENDLFO","Lauraceae","A.C. Sm.","species","Endlicheria formosa","Endlicheria formosa",4176428,"ENDLFO-Endlicheria formosa"
"Endlicheria","krukovii","ENDLKR","Lauraceae","(A.C. Sm.) Kosterm.","species","Endlicheria krukovii","Endlicheria krukovii",4176111,"ENDLKR-Endlicheria krukovii"
"Endlicheria","sericea","ENDLSE","Lauraceae","Nees","species","Endlicheria sericea","Endlicheria sericea",4175646,"ENDLSE-Endlicheria sericea"
"Endlicheria","tschudyana","ENDLTS","Lauraceae","(Lasser) Kosterm.","species","Endlicheria tschudyana","Endlicheria tschudyana",4183476,"ENDLTS-Endlicheria tschudyana"
"Enterolobium","barnebianum","ENTEBA","Fabaceae","Mesquita & M. F. Silva","species","Enterolobium barnebianum","Enterolobium barnebianum",2961143,"ENTEBA-Enterolobium barnebianum"
"Eriotheca","globosa","ERIOGL","Malvaceae","(Aubl.) A. Robyns","species","Eriotheca globosa","Eriotheca globosa",4073732,"ERIOGL-Eriotheca globosa"
"Erisma","uncinatum","ERISUN","Vochysiaceae","Warm. in Mart.","species","Erisma uncinatum","Erisma uncinatum",5650915,"ERISUN-Erisma uncinatum"
"Erythrina","amazonica","ERYNAM","Fabaceae","Krukoff","species","Erythrina amazonica","Erythrina amazonica",5349510,"ERYNAM-Erythrina amazonica"
"Erythroxylum","gracilipes","ERYOGR","Erythroxylaceae","Peyr. in Mart.","species","Erythroxylum gracilipes","Erythroxylum gracilipes",7284849,"ERYOGR-Erythroxylum gracilipes"
"Erythroxylum","macrophyllum","ERYOMA","Erythroxylaceae","Plowman","species","Erythroxylum macrophyllum","Erythroxylum macrophyllum",7870294,"ERYOMA-Erythroxylum macrophyllum"
"Erythroxylum","squamatum","ERYOSQ","Erythroxylaceae","Sw.","species","Erythroxylum squamatum","Erythroxylum squamatum",7284874,"ERYOSQ-Erythroxylum squamatum"
"Eschweilera","andina","ESCHAN","Lecythidaceae","(Rusby) Macbr.","species","Eschweilera andina","Eschweilera andina",3083184,"ESCHAN-Eschweilera andina"
"Eschweilera","bracteosa","ESCHBR","Lecythidaceae","(Poepp. ex O. Berg) Miers","species","Eschweilera bracteosa","Eschweilera bracteosa",3083420,"ESCHBR-Eschweilera bracteosa"
"Eschweilera","coriacea","ESCHCO","Lecythidaceae","(DC.) S.A. Mori","species","Eschweilera coriacea","Eschweilera coriacea",3083231,"ESCHCO-Eschweilera coriacea"
"Eschweilera","gigantea","ESCHGG","Lecythidaceae","(Knuth) J.F. Macbr.","species","Eschweilera gigantea","Eschweilera gigantea",3083314,"ESCHGG-Eschweilera gigantea"
"Eschweilera","juruensis","ESCHJU","Lecythidaceae","Kunth","species","Eschweilera juruensis","Eschweilera juruensis",3083251,"ESCHJU-Eschweilera juruensis"
"Eschweilera","rufifolia","ESCHRU","Lecythidaceae","S.A. Mori","species","Eschweilera rufifolia","Eschweilera rufifolia",3083381,"ESCHRU-Eschweilera rufifolia"
"Esenbeckia","amazonica","ESENAM","Rutaceae","Kaastra","species","Esenbeckia amazonica","Esenbeckia amazonica",5593203,"ESENAM-Esenbeckia amazonica"
"Eugenia","egensis","EUGEEG","Myrtaceae","DC.","species","Eugenia egensis","Eugenia egensis",5416834,"EUGEEG-Eugenia egensis"
"Eugenia","feijoi","EUGEFE","Myrtaceae","O. Berg","species","Eugenia feijoi","Eugenia feijoi",5417684,"EUGEFE-Eugenia feijoi"
"Eugenia","florida","EUGEFL","Myrtaceae","DC.","species","Eugenia florida","Eugenia florida",5417919,"EUGEFL-Eugenia florida"
"Eugenia","lambertiana","EUGELA","Myrtaceae","DC.","species","Eugenia lambertiana","Eugenia lambertiana",5416727,"EUGELA-Eugenia lambertiana"
"Eugenia","longisepala","EUGEGR","Myrtaceae","M.L. Kawas. & B. Holst","species","Eugenia longisepala","Eugenia longisepala",6306443,"EUGEGR-Eugenia longisepala"
"Eugenia","macrocalyx","EUGEMC","Myrtaceae","(Rusby) McVaugh","species","Eugenia macrocalyx","Eugenia macrocalyx",8275691,"EUGEMC-Eugenia macrocalyx"
"Eugenia","multirimosa","EUGEMU","Myrtaceae","McVaugh","species","Eugenia multirimosa","Eugenia multirimosa",10607461,"EUGEMU-Eugenia multirimosa"
"Eugenia","pusilliflora","EUGEMI","Myrtaceae","M.L. Kawas. & B. Holst","species","Eugenia pusilliflora","Eugenia pusilliflora",6306444,"EUGEMI-Eugenia pusilliflora"
"Eugenia","schunkei","EUGESC","Myrtaceae","McVaugh","species","Eugenia schunkei","Eugenia schunkei",10330019,"EUGESC-Eugenia schunkei"
"Eugenia","yasuniana","EUGEYA","Myrtaceae","B. Holst & M.L. Kawas","species","Eugenia yasuniana","Eugenia yasuniana",5416992,"EUGEYA-Eugenia yasuniana"
"Euterpe","precatoria","EUTEPR","Arecaceae","Mart.","species","Euterpe precatoria","Euterpe precatoria",5293425,"EUTEPR-Euterpe precatoria"
"Exostema","maynense","EXOSMA","Rubiaceae","Poepp. & Endl.","species","Exostema maynense","Adolphoduckea maynensis",11017680,"EXOSMA-Exostema maynense"
"Faramea","capillipes","FARACA","Rubiaceae","M ll. Arg.","species","Faramea capillipes","Faramea capillipes",2898189,"FARACA-Faramea capillipes"
"Faramea","glandulosa","FARAGL","Rubiaceae","Poepp. & Endl.","species","Faramea glandulosa","Faramea glandulosa",2898063,"FARAGL-Faramea glandulosa"
"Faramea","multiflora","FARAMU","Rubiaceae","A. Rich. ex DC.","species","Faramea multiflora","Faramea multiflora",8295089,"FARAMU-Faramea multiflora"
"Faramea","quinqueflora","FARAQU","Rubiaceae","Poepp. & Endl.","species","Faramea quinqueflora","Faramea quinqueflora",2898037,"FARAQU-Faramea quinqueflora"
"Faramea","torquata","FARATO","Rubiaceae","M ll. Arg.","species","Faramea torquata","Faramea torquata",2898072,"FARATO-Faramea torquata"
"Faramea","uncinata","FARAUN","Rubiaceae","C.M. Taylor","species","Faramea uncinata","Faramea cuencana",2898126,"FARAUN-Faramea uncinata"
"Ficus","acreana","FICUAC","Moraceae","C.C. Berg","species","Ficus acreana","Ficus acreana",5569593,"FICUAC-Ficus acreana"
"Ficus","americana","FICUAM","Moraceae","(Desv. ex Ham.) C.C. Berg","species","Ficus americana","Ficus americana",5361926,"FICUAM-Ficus americana"
"Ficus","crocata","FICUCR","Moraceae","Miq.) Miq.","species","Ficus crocata","Ficus crocata",5569828,"FICUCR-Ficus crocata"
"Ficus","cuatrecasasiana","FICUCU","Moraceae","Dugand","species","Ficus cuatrecasasiana","Ficus cuatrecasasiana",7389440,"FICUCU-Ficus cuatrecasasiana"
"Ficus","donnell-smithii","FICUDO","Moraceae","Standl.","species","Ficus donnell-smithii","Ficus donnell-smithii",5572269,"FICUDO-Ficus donnell-smithii"
"Ficus","ecuadorensis","FICUEC","Moraceae","C.C. Berg","species","Ficus ecuadorensis","Ficus ecuadorensis",5572086,"FICUEC-Ficus ecuadorensis"
"Ficus","gomelleira","FICUGO","Moraceae","Kunth & Bouch ","species","Ficus gomelleira","Ficus gomelleira",5571029,"FICUGO-Ficus gomelleira"
"Ficus","maxima","FICUMA","Moraceae","Mill.","species","Ficus maxima","Ficus maxima",5571386,"FICUMA-Ficus maxima"
"Ficus","nymphaeifolia","FICUNY","Moraceae","Mill.","species","Ficus nymphaeifolia","Ficus nymphaeifolia",5570630,"FICUNY-Ficus nymphaeifolia"
"Ficus","obtusifolia","FICUOB","Moraceae","Kunth","species","Ficus obtusifolia","Ficus obtusifolia",5361910,"FICUOB-Ficus obtusifolia"
"Ficus","piresiana","FICUPI","Moraceae","V zq. Avila & C.C. Berg","species","Ficus piresiana","Ficus crassivenosa",5569865,"FICUPI-Ficus piresiana"
"Ficus","pulchella","FICUPU","Moraceae","Schott ex Spreng.","species","Ficus pulchella","Ficus pulchella",5571905,"FICUPU-Ficus pulchella"
"Ficus","schippii","FICUBA","Moraceae","Standl.","species","Ficus schippii","Ficus schippii",5570840,"FICUBA-Ficus schippii"
"Ficus","schultesii","FICUST","Moraceae","Dugand","species","Ficus schultesii","Ficus gomelleira",5571029,"FICUST-Ficus schultesii"
"Ficus","trigona","FICUTR","Moraceae","L. f.","species","Ficus trigona","Ficus trigona",7930239,"FICUTR-Ficus trigona"
"Froesia","diffusa","FROEDI","Ochnaceae","Gereau & V squez","species","Froesia diffusa","Froesia diffusa",3986477,"FROEDI-Froesia diffusa"
"Garcinia","brasiliensis","GARCBR","Clusiaceae","Mart.","species","Garcinia brasiliensis","Garcinia brasiliensis",7329866,"GARCBR-Garcinia brasiliensis"
"Garcinia","macrophylla","GARCMC","Clusiaceae","Mart.","species","Garcinia macrophylla","Garcinia macrophylla",7727026,"GARCMC-Garcinia macrophylla"
"Garcinia","madruno","GARCMA","Clusiaceae","(H. B. K.) Hammel","species","Garcinia madruno","Garcinia madruno",3713863,"GARCMA-Garcinia madruno"
"Genipa","americana","GENIAM","Rubiaceae","L.","species","Genipa americana","Genipa americana",2895593,"GENIAM-Genipa americana"
"Geonoma","aspidiifolia","GEONCO","Arecaceae","Spruce","species","Geonoma aspidiifolia","Geonoma aspidiifolia",2734141,"GEONCO-Geonoma aspidiifolia"
"Geonoma","maxima","GEONMA","Arecaceae","(Poit.) Kunth","species","Geonoma maxima","Geonoma maxima",2734176,"GEONMA-Geonoma maxima"
"Geonoma","stricta","GEONST","Arecaceae","(Poit.) Kunth","species","Geonoma stricta","Geonoma stricta",2734102,"GEONST-Geonoma stricta"
"Geonoma","triglochin","GEONTR","Arecaceae","Burret","species","Geonoma triglochin","Geonoma triglochin",2734265,"GEONTR-Geonoma triglochin"
"Gloeospermum","equatoriense","GLOEEQ","Violaceae","Hekking","species","Gloeospermum equatoriense","Gloeospermum equatoriense",4075162,"GLOEEQ-Gloeospermum equatoriense"
"Gloeospermum","longifolium","GLOELO","Violaceae","Hekking","species","Gloeospermum longifolium","Gloeospermum longifolium",4075066,"GLOELO-Gloeospermum longifolium"
"Glycydendron","amazonicum","GLYCAM","Euphorbiaceae","Ducke","species","Glycydendron amazonicum","Glycydendron amazonicum",3061260,"GLYCAM-Glycydendron amazonicum"
"Gordonia","fruticosa","GORDFR","Theaceae","(Schrad.) H. Keng","species","Gordonia fruticosa","Gordonia fruticosa",5528227,"GORDFR-Gordonia fruticosa"
"Grias","neuberthii","GRIANE","Lecythidaceae","J.F. Macbr.","species","Grias neuberthii","Grias neuberthii",3082343,"GRIANE-Grias neuberthii"
"Guarea","carinata","GUARCA","Meliaceae","Ducke","species","Guarea carinata","Guarea carinata",3849565,"GUARCA-Guarea carinata"
"Guarea","ecuadoriensis","GUAREC","Meliaceae","W. Palacios","species","Guarea ecuadoriensis","Guarea ecuadoriensis",3852441,"GUAREC-Guarea ecuadoriensis"
"Guarea","fistulosa","GUARFI","Meliaceae","W. Palacios","species","Guarea fistulosa","Guarea fistulosa",3852308,"GUARFI-Guarea fistulosa"
"Guarea","glabra","GUARGL","Meliaceae","Vahl","species","Guarea glabra","Guarea glabra",3190505,"GUARGL-Guarea glabra"
"Guarea","gomma","GUARGO","Meliaceae","Pulle","species","Guarea gomma","Guarea gomma",3852128,"GUARGO-Guarea gomma"
"Guarea","grandifolia","GUARGR","Meliaceae","DC.","species","Guarea grandifolia","Guarea guidonia",3190500,"GUARGR-Guarea grandifolia"
"Guarea","guentheri","GUARGU","Meliaceae","Harms","species","Guarea guentheri","Guarea guentheri",3852025,"GUARGU-Guarea guentheri"
"Guarea","kunthiana","GUARKU","Meliaceae","A. Juss.","species","Guarea kunthiana","Guarea kunthiana",3851727,"GUARKU-Guarea kunthiana"
"Guarea","macrophylla","GUARMA","Meliaceae","Vahl","species","Guarea macrophylla","Guarea macrophylla",7271393,"GUARMA-Guarea macrophylla"
"Guarea","pterorhachis","GUARPT","Meliaceae","Harms","species","Guarea pterorhachis","Guarea pterorhachis",3850629,"GUARPT-Guarea pterorhachis"
"Guarea","pubescens","GUARPB","Meliaceae","(Rich.) A. Juss.","species","Guarea pubescens","Guarea pubescens",7846271,"GUARPB-Guarea pubescens"
"Guarea","purusana","GUARPU","Meliaceae","C. DC.","species","Guarea purusana","Guarea purusana",3850489,"GUARPU-Guarea purusana"
"Guarea","silvatica","GUARSI","Meliaceae","C. DC.","species","Guarea silvatica","Guarea silvatica",3850192,"GUARSI-Guarea silvatica"
"Guatteria","asplundiana","GUATGR","Annonaceae","R.E. Fr.","species","Guatteria asplundiana","Guatteria asplundiana",3155688,"GUATGR-Guatteria asplundiana"
"Guatteria","duodecima","GUATPL","Annonaceae","Maas & Westra","species","Guatteria duodecima","Guatteria duodecima",3648380,"GUATPL-Guatteria duodecima"
"Guatteria","glaberrima","GUATGL","Annonaceae","R.E. Fr.","species","Guatteria glaberrima","Guatteria modesta",3155844,"GUATGL-Guatteria glaberrima"
"Guatteria","multivenia","GUATMU","Annonaceae","Diels","species","Guatteria multivenia","Guatteria guianensis",3155818,"GUATMU-Guatteria multivenia"
"Guatteria","recurvisepala","GUATRE","Annonaceae","R.E. Fr.","species","Guatteria recurvisepala","Guatteria recurvisepala",3155658,"GUATRE-Guatteria recurvisepala"
"Guatteria","scalarinervia","GUATPU","Annonaceae","D.R. Simpson","species","Guatteria scalarinervia","Guatteria scalarinervia",3155628,"GUATPU-Guatteria scalarinervia"
"Guatteria","stipitata","GUATCI","Annonaceae","R.E. Fr.","species","Guatteria stipitata","Guatteria stipitata",3155931,"GUATCI-Guatteria stipitata"
"Guettarda","acreana","GUETAC","Rubiaceae","K. Krause","species","Guettarda acreana","Stenostomum acreanum",6288508,"GUETAC-Guettarda acreana"
"Gustavia","hexapetala","GUSTHE","Lecythidaceae","(Aubl.) Sm.","species","Gustavia hexapetala","Gustavia hexapetala",5383835,"GUSTHE-Gustavia hexapetala"
"Gustavia","longifolia","GUSTLO","Lecythidaceae","Poepp. ex O. Berg","species","Gustavia longifolia","Gustavia longifolia",5383753,"GUSTLO-Gustavia longifolia"
"Hasseltia","floribunda","HASSFL","Salicaceae","Kunth","species","Hasseltia floribunda","Hasseltia floribunda",7760145,"HASSFL-Hasseltia floribunda"
"Heisteria","acuminata","HEISAC","Olacaceae","(Humb. & Bonpl.) Engl.","species","Heisteria acuminata","Heisteria acuminata",7222047,"HEISAC-Heisteria acuminata"
"Heisteria","nitida","HEISNI","Olacaceae","Engl.","species","Heisteria nitida","Heisteria nitida",7737421,"HEISNI-Heisteria nitida"
"Helicostylis","tomentosa","HELITO","Moraceae","(Poepp. & Endl.) Rusby","species","Helicostylis tomentosa","Helicostylis tomentosa",3764831,"HELITO-Helicostylis tomentosa"
"Helicostylis","turbinata","HELITU","Moraceae","C.C. Berg","species","Helicostylis turbinata","Helicostylis turbinata",3764804,"HELITU-Helicostylis turbinata"
"Herrania","cuatrecasana","HERRCU","Malvaceae","Garc a-Barr.","species","Herrania cuatrecasana","Herrania cuatrecasana",3668352,"HERRCU-Herrania cuatrecasana"
"Herrania","nitida","HERRNI","Malvaceae","(Poepp.) R. Schultes","species","Herrania nitida","Herrania nitida",7322898,"HERRNI-Herrania nitida"
"Hevea","guianensis","HEVEGU","Euphorbiaceae","Aubl.","species","Hevea guianensis","Hevea guianensis",3071199,"HEVEGU-Hevea guianensis"
"Hieronyma","alchorneoides","HIERAL","Phyllanthaceae","P. Franco","species","Hieronyma alchorneoides","Hieronyma alchorneoides",3079092,"HIERAL-Hieronyma alchorneoides"
"Hieronyma","oblonga","HIEROB","Phyllanthaceae","(Tul.) M ll. Arg.","species","Hieronyma oblonga","Hieronyma oblonga",3079119,"HIEROB-Hieronyma oblonga"
"Himatanthus","sucuuba","HIMASU","Apocynaceae","(Spruce ex M ll. Arg.) Woodson","species","Himatanthus sucuuba","Himatanthus articulatus",3621740,"HIMASU-Himatanthus sucuuba"
"Hirtella","excelsa","HIRTEX","Chrysobalanaceae","Standl. ex Prance","species","Hirtella excelsa","Hirtella excelsa",7701308,"HIRTEX-Hirtella excelsa"
"Hirtella","racemosa","HIRTRA","Chrysobalanaceae","Lam.","species","Hirtella racemosa","Hirtella racemosa",2985122,"HIRTRA-Hirtella racemosa"
"Huertea","glandulosa","HUERGL","Tapisciaceae","Ruiz & Pav.","species","Huertea glandulosa","Huertea glandulosa",3686262,"HUERGL-Huertea glandulosa"
"Hymenaea","oblongifolia","HYMAOB","Fabaceae","Huber","species","Hymenaea oblongifolia","Hymenaea oblongifolia",2950738,"HYMAOB-Hymenaea oblongifolia"
"Hyospathe","elegans","HYOSEL","Arecaceae","Mart.","species","Hyospathe elegans","Hyospathe elegans",2736706,"HYOSEL-Hyospathe elegans"
"Inga","acreana","INGAAC","Fabaceae","Harms","species","Inga acreana","Inga acreana",5357584,"INGAAC-Inga acreana"
"Inga","alata","INGAAL","Fabaceae","Benoist","species","Inga alata","Inga alata",5357817,"INGAAL-Inga alata"
"Inga","alba","INGAAB","Fabaceae","(Sw.) Willd.","species","Inga alba","Inga alba",5358137,"INGAAB-Inga alba"
"Inga","auristellae","INGAAU","Fabaceae","Harms","species","Inga auristellae","Inga auristellae",5357701,"INGAAU-Inga auristellae"
"Inga","bourgonii","INGABO","Fabaceae","(Aubl.) DC.","species","Inga bourgonii","Inga bourgoni",5580442,"INGABO-Inga bourgonii"
"Inga","brachyrhachis","INGABR","Fabaceae","Harms","species","Inga brachyrhachis","Inga brachyrhachis",5357846,"INGABR-Inga brachyrhachis"
"Inga","capitata","INGACA","Fabaceae","Desv.","species","Inga capitata","Inga capitata",5358094,"INGACA-Inga capitata"
"Inga","cayennensis","INGACY","Fabaceae","Sagot ex Benth.","species","Inga cayennensis","Inga cayennensis",5357789,"INGACY-Inga cayennensis"
"Inga","ciliata","INGACI","Fabaceae","C. Presl","species","Inga ciliata","Inga ciliata",5357813,"INGACI-Inga ciliata"
"Inga","cinnamomea","INGACN","Fabaceae","Spruce ex Benth.","species","Inga cinnamomea","Inga cinnamomea",5358132,"INGACN-Inga cinnamomea"
"Inga","cordatoalata","INGACO","Fabaceae","Ducke","species","Inga cordatoalata","Inga cordatoalata",5357823,"INGACO-Inga cordatoalata"
"Inga","heterophylla","INGAHE","Fabaceae","Willd.","species","Inga heterophylla","Inga heterophylla",5357852,"INGAHE-Inga heterophylla"
"Inga","leiocalycina","INGALE","Fabaceae","Benth.","species","Inga leiocalycina","Inga laevigata",5629065,"INGALE-Inga leiocalycina"
"Inga","marginata","INGAMA","Fabaceae","Willd.","species","Inga marginata","Inga marginata",7546887,"INGAMA-Inga marginata"
"Inga","microcoma","INGAMI","Fabaceae","Harms","species","Inga microcoma","Inga microcoma",5357932,"INGAMI-Inga microcoma"
"Inga","multinervis","INGAMU","Fabaceae","T.D. Penn.","species","Inga multinervis","Inga multinervis",5358136,"INGAMU-Inga multinervis"
"Inga","nobilis","INGANO","Fabaceae","Willd.","species","Inga nobilis","Inga nobilis",5357519,"INGANO-Inga nobilis"
"Inga","oerstediana","INGAOE","Fabaceae","Benth.","species","Inga oerstediana","Inga oerstediana",5358014,"INGAOE-Inga oerstediana"
"Inga","poeppigiana","INGAPO","Fabaceae","Benth.","species","Inga poeppigiana","Inga poeppigiana",5357812,"INGAPO-Inga poeppigiana"
"Inga","punctata","INGAPU","Fabaceae","Willd.","species","Inga punctata","Inga punctata",5357665,"INGAPU-Inga punctata"
"Inga","ruiziana","INGARU","Fabaceae","G. Don","species","Inga ruiziana","Inga ruiziana",5357975,"INGARU-Inga ruiziana"
"Inga","rusbyi","INGARS","Fabaceae","Pittier","species","Inga rusbyi","Inga rusbyi",5357939,"INGARS-Inga rusbyi"
"Inga","sapindoides","INGASA","Fabaceae","Willd.","species","Inga sapindoides","Inga sapindoides",5357706,"INGASA-Inga sapindoides"
"Inga","sarayacuensis","INGASR","Fabaceae","T.D. Penn.","species","Inga sarayacuensis","Inga sarayacuensis",5357630,"INGASR-Inga sarayacuensis"
"Inga","sertulifera","INGASE","Fabaceae","DC.","species","Inga sertulifera","Inga sertulifera",5357619,"INGASE-Inga sertulifera"
"Inga","spectabilis","INGASB","Fabaceae","(Vahl) Willd.","species","Inga spectabilis","Inga spectabilis",5357491,"INGASB-Inga spectabilis"
"Inga","stipulacea","INGASP","Fabaceae","G. Don","species","Inga stipulacea","Inga stipulacea",5358071,"INGASP-Inga stipulacea"
"Inga","striata","INGAST","Fabaceae","Benth.","species","Inga striata","Inga striata",5358084,"INGAST-Inga striata"
"Inga","tenuistipula","INGATE","Fabaceae","Ducke","species","Inga tenuistipula","Inga tenuistipula",5357513,"INGATE-Inga tenuistipula"
"Inga","tessmannii","INGATS","Fabaceae","Harms","species","Inga tessmannii","Inga tessmannii",5358126,"INGATS-Inga tessmannii"
"Inga","thibaudiana","INGATH","Fabaceae","Harms","species","Inga thibaudiana","Inga thibaudiana",5357991,"INGATH-Inga thibaudiana"
"Inga","tocacheana","INGATO","Fabaceae","D. Simpson","species","Inga tocacheana","Inga tocacheana",5357540,"INGATO-Inga tocacheana"
"Inga","umbellifera","INGAUE","Fabaceae","(Vahl) Steud.","species","Inga umbellifera","Inga umbellifera",5358027,"INGAUE-Inga umbellifera"
"Inga","umbratica","INGAUM","Fabaceae","Poepp. & Endl.","species","Inga umbratica","Inga umbratica",5358034,"INGAUM-Inga umbratica"
"Inga","velutina","INGAVE","Fabaceae","Willd.","species","Inga velutina","Inga velutina",5357985,"INGAVE-Inga velutina"
"Inga","vismiifolia","INGAVI","Fabaceae","Poepp.","species","Inga vismiifolia","Inga vismiifolia",5357608,"INGAVI-Inga vismiifolia"
"Inga","yacoana","INGAYA","Fabaceae","J.F. Macbr.","species","Inga yacoana","Inga yacoana",5358012,"INGAYA-Inga yacoana"
"Iriartea","deltoidea","IRIADE","Arecaceae","Ruiz & Pav.","species","Iriartea deltoidea","Iriartea deltoidea",2739059,"IRIADE-Iriartea deltoidea"
"Iryanthera","grandis","IRYAGR","Myristicaceae","Ducke","species","Iryanthera grandis","Iryanthera grandis",3743999,"IRYAGR-Iryanthera grandis"
"Iryanthera","hostmannii","IRYAHO","Myristicaceae","(Benth.) Warb.","species","Iryanthera hostmannii","Iryanthera hostmannii",3743981,"IRYAHO-Iryanthera hostmannii"
"Iryanthera","juruensis","IRYAJU","Myristicaceae","Warb.","species","Iryanthera juruensis","Iryanthera juruensis",3743957,"IRYAJU-Iryanthera juruensis"
"Iryanthera","paraensis","IRYAPA","Myristicaceae","Huber","species","Iryanthera paraensis","Iryanthera paraensis",3743809,"IRYAPA-Iryanthera paraensis"
"Ixora","acuminatissima","IXORAC","Rubiaceae","M ll. Arg.","species","Ixora acuminatissima","Ixora acuminatissima",2905481,"IXORAC-Ixora acuminatissima"
